"";"ChampionID";"Role";"games_played";"kills";"deaths";"assists";"cs_at_15_min";"cs_at_end";"gold_at_15_min";"gold_at_end"
"450";"Zac";"jungle";9;3,22222222222222;2,55555555555556;7,88888888888889;85,2222222222222;186,777777777778;4324,77777777778;10767,8888888889
"451";"Zac";"support";5;1,4;3,8;4,8;17,8;27,6;3471;6708,6
"452";"Zac";"top";3;1;3,33333333333333;2,66666666666667;63;185;3269,33333333333;8623,33333333333
"453";"Zed";"jungle";5;4;2,2;3,6;114;215,4;5224,6;11256,6
"454";"Zed";"mid";8;6,625;2,375;4,375;94;239,75;4587,625;12963,875
"455";"Zeri";"bottom";122;3,79508196721311;1,95081967213115;4,18032786885246;122,827868852459;292,934426229508;5020,58196721311;13093,3360655738
"456";"Zeri";"mid";2;1;3;1,5;124,5;184,5;4982,5;7568
"457";"Ziggs";"bottom";60;2,05;1,96666666666667;4,31666666666667;123,666666666667;278,516666666667;4894,7;11957,3666666667
"458";"Ziggs";"mid";13;1,53846153846154;2,15384615384615;5,69230769230769;115,230769230769;265,230769230769;4350;11791,6153846154
"459";"Zilean";"mid";5;2,2;1,2;4,2;117,6;208,2;4398;9681,2
"460";"Zilean";"support";8;0,625;2,25;8,125;19,75;35,375;3150,375;7434,75
"461";"Zoe";"mid";9;5,11111111111111;2,11111111111111;5,77777777777778;103,555555555556;203,555555555556;4710,88888888889;10903,2222222222
"462";"Zyra";"bottom";1;1;1;2;96;205;3740;8974
"463";"Zyra";"jungle";200;2,455;2,375;6,06;103,62;215,175;4836,905;10852,15
"464";"Zyra";"support";2;3;2;7,5;6,5;33,5;1907;9192,5
