"";"Parameter_2";"Parameter_type";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played.x";"Games_played.y"
"632";"CG Dionelux";"Player";"Red";"top";-0,336902524897652;-2,33304782856007;5,6841933223488;1,60136749287125;37,3351490005153;212,214227024024;312,224762949534;NA;2
"633";"CG Jeykup";"Player";"Blue";"jungle";4,50782078489666;1,85140138478773;5,67661274007852;-1,00184799848038;-29,8274029117797;-723,438437714145;534,840853693804;NA;3
"634";"CG Jeykup";"Player";"Red";"jungle";6,59840635838738;-0,882444911643973;7,82336279648394;4,06782509781505;5,44286183990286;-418,488146013792;2230,47172773894;NA;7
"635";"CG Leks";"Player";"Blue";"top";2,16560089042954;-3,05670181549679;1,88086907811559;25,8522596481001;53,7925921531261;1481,84452296578;1684,02094398006;NA;2
"636";"CG Leks";"Player";"Red";"top";-1,47866470149627;-0,531394561832526;6,27149502586489;8,44620740786344;-6,05074757503606;682,760839170415;-117,020399054323;NA;5
"637";"CG Seneca";"Player";"Blue";"support";1,30898263279834;-15,1073905301587;30,8273770513139;3,44849747332589;-10,102910453962;73,4103110220806;2102,19693578613;NA;3
"638";"CG Seneca";"Player";"Red";"support";3,84007883332805;-15,6274307283796;27,3430677845687;7,15431667393192;-1,41166819570492;450,598020173287;3744,81596744803;NA;7
"639";"CG Vigil";"Player";"Blue";"mid";-2,21866797581043;-0,902862718792099;10,9208041779872;-22,8604680320625;-45,8316412018;-211,666408917173;-4330,75021197581;NA;3
"640";"CG Vigil";"Player";"Red";"mid";3,18491872674337;-4,32446877030729;4,6641903486392;-8,49559763297935;9,78124537317028;573,832296855423;-693,106996050519;NA;7
"641";"CG Zewih";"Player";"Blue";"bottom";5,25023281462606;0,937629968558693;-0,7380782817603;-20,7980290885629;-6,59201854359564;-1603,67398365445;-605,574107493513;NA;3
"642";"CG Zewih";"Player";"Red";"bottom";4,59910743845014;2,00477190720834;2,0032527605443;-29,9418608380617;-14,3074436577683;-1398,9426802189;312,674923086866;NA;7
"643";"CGN Agurin";"Player";"Blue";"jungle";8,07004779809968;-2,98937218769214;19,2249915822207;7,11312236994715;17,6717558956487;452,18277490893;4086,63722496662;NA;4
"644";"CGN Agurin";"Player";"Red";"jungle";6,76268993431314;-4,61529206417252;15,825285969221;1,16148877414328;32,5379530626286;180,171983993897;4188,67159540667;NA;4
"645";"CGN Lucky";"Player";"Blue";"support";4,48250107976741;-11,9585961042401;38,7524035316392;2,23242310904427;7,56383627626838;1130,13860235626;4355,59009702068;NA;4
"646";"CGN Lucky";"Player";"Red";"support";6,31413410451741;-11,2773193818535;33,0955965820814;6,15125964343334;6,55840285171311;1562,8455940998;4925,80579698153;NA;4
"647";"CGN Phantasm";"Player";"Blue";"mid";3,98957004156101;-7,75711722916967;13,8516351984476;-6,70652216157778;20,7782914003703;1338,93273079162;1000,13367167092;NA;4
"648";"CGN Phantasm";"Player";"Red";"mid";5,42945609443965;-9,37416672103778;9,83836606537812;0,654743730422809;37,3700313575759;1353,98008222994;1145,26051197803;NA;4
"649";"CGN Reptile";"Player";"Blue";"bottom";10,9959788311757;-5,1430166983632;5,72133489173174;-20,6515587112545;42,2196919924208;-431,868779994083;4778,36615815611;NA;4
"650";"CGN Reptile";"Player";"Red";"bottom";10,3583023750242;-4,5165488301456;6,58640062712036;-24,5996222358534;29,8373431804912;-369,607256829862;4788,18751948558;NA;4
"651";"CGN Send0o";"Player";"Blue";"top";2,96875670105204;-2,18137844339386;5,93113836838586;12,1671977028287;19,998209812908;-279,773847809289;1079,67150562182;NA;4
"652";"CGN Send0o";"Player";"Red";"top";0,80066505091278;2,84710782691494;2,44947713144438;5,85388192421902;-11,4828935702994;-473,621717421233;935,970708700261;NA;4
"653";"CHF BioPanther";"Player";"Blue";"top";0,993748801468378;-0,450190977011899;0,29098538532726;28,4473763676821;12,9452204084134;750,678549207646;907,624068844843;NA;5
"654";"CHF BioPanther";"Player";"Red";"top";-1,53928820172561;2,0092310143119;-4,80730704786053;9,27894035030356;9,88112694308164;113,795965558567;139,120578327052;NA;6
"655";"CHF Husha";"Player";"Blue";"jungle";1,10234458054939;4,14021077623406;-7,57947028314408;1,40846548059588;32,8593896303291;-223,755008205125;-246,639396263505;NA;3
"656";"CHF JimieN";"Player";"Blue";"mid";-3,86951781288031;2,99142831602051;-6,74073959701363;-16,2528064719795;-51,5123802209229;-1049,41436116072;-3155,30518651132;NA;8
"657";"CHF JimieN";"Player";"Red";"mid";-1,10056836902475;2,85175947411975;-11,3749517119665;-11,049420056493;-50,3826808728724;-1104,90366613029;-2988,01137181614;NA;6
"658";"CHF leemas";"Player";"Blue";"bottom";-4,23760510915757;-1,72017857509804;-1,63493596997212;-26,0559925585681;-10,1147359321365;-1432,39154899379;-2071,40998065422;NA;5
"659";"CHF leemas";"Player";"Red";"bottom";-3,90656569332645;-0,477498992342313;-2,10170219361633;-27,3202179956599;8,89025365272692;-1082,2521325655;-981,478138087462;NA;6
"660";"CHF Luon";"Player";"Blue";"support";0,0748706481520073;1,26173936653184;-7,38726457388518;-2,10715753797428;-4,91194967041721;42,5563416335081;-931,008895134613;NA;8
"661";"CHF Luon";"Player";"Red";"support";-0,964420838338138;2,80716024540099;-8,13869120176422;2,18462408641538;-0,960873745034086;-13,8801568519268;-1241,07093148103;NA;6
"662";"CHF Mir";"Player";"Blue";"jungle";0,625264869087097;3,39847515147462;-6,73120478489048;-13,8837303554451;-25,6347061555763;-290,617136344636;-663,467945556868;NA;5
"663";"CHF Mir";"Player";"Red";"jungle";-0,175758239037793;2,13012443840458;-6,74981186915885;-7,87495979451661;-2,86391564196292;-384,556505430327;-498,886121806704;NA;6
"664";"CHF Violet";"Player";"Blue";"bottom";-4,00849593750446;0,57786406155126;-4,3673207454312;-8,43680157324462;-1,20630122757537;-1438,66684748425;-2954,94659945517;NA;3
"665";"CHF zorenous";"Player";"Blue";"top";-3,05242660550265;2,51094716993044;-1,41025527628836;4,81235869971072;-22,4511585247745;-396,319749119534;-2950,68794164608;NA;3
"666";"Chogath";"Champion";"Blue";"mid";-1,29557671251155;1,33966776444459;-3,3682359085236;6,79528960282155;11,8337083944739;352,873650254035;-338,533460974088;6;NA
"667";"Chogath";"Champion";"Blue";"support";1,40928221890093;3,38192199441906;-13,5565746648499;83,4198335164317;144,169392977535;601,519676053926;732,989677164242;1;NA
"668";"Chogath";"Champion";"Blue";"top";-0,12787099743168;0,0809654658865156;-0,547090002256137;-4,23539045782577;-22,1405546054085;-22,2296412318;-619,18733701425;19;NA
"669";"Chogath";"Champion";"Red";"mid";-4,86866003299633;-1,40327144655885;-0,862313716733389;4,52835767713443;16,7086990454347;-1154,22256024315;-1606,10645057993;6;NA
"670";"Chogath";"Champion";"Red";"top";1,08783509985463;0,195101286078595;-0,170886349937001;-5,70827837134761;-12,7364042564281;1,92177458817293;-312,685860529519;26;NA
"671";"CK Damocles";"Player";"Blue";"bottom";2,5088966144442;0,656480202381982;-11,6009571319388;-6,13519311550836;15,2264660720124;-144,299225890391;-511,291826039455;NA;6
"672";"CK Damocles";"Player";"Red";"bottom";2,97905060147117;-0,18250003073681;-12,4925182122616;0,696144222168146;-11,9177685940847;481,132124062964;-560,890796350274;NA;3
"673";"CK GOMAMUGICHA";"Player";"Blue";"support";-3,97661690682818;4,30144448321496;-7,83436846272686;-11,6643416691298;-14,6475906560869;-965,738860598174;-3626,94443167172;NA;1
"674";"CK GOMAMUGICHA";"Player";"Red";"support";1,25706769600596;3,47061711841266;-17,4924222042266;-5,22786103331126;-10,8005562774958;-377,476737796344;-2391,75367377135;NA;1
"675";"CK gotae";"Player";"Blue";"top";-0,440502621606209;1,15759160831504;-6,05702524013928;10,1868714086053;23,537965689432;14,9065316817758;-1024,18373202691;NA;5
"676";"CK gotae";"Player";"Red";"top";0,841515154308963;0,40537434327172;-2,22082343590283;9,44435763146318;28,3993834259877;245,058865096408;-384,213690067523;NA;2
"677";"CK Ls ";"Player";"Blue";"support";-0,639396154491317;4,71173168487616;-2,95185538828002;-5,91108060150178;-8,8555206523764;-537,548731817194;-1027,97335711049;NA;5
"678";"CK Ls ";"Player";"Red";"support";-0,612945319190445;6,11795641138364;-5,261316294316;5,17008269925828;8,08139700245015;-876,656348309788;-1311,90342896051;NA;2
"679";"CK Razer";"Player";"Blue";"mid";3,37555072090526;-0,282773110039201;2,02805645632268;-22,0758884133508;-0,609643262119503;-2,460495964305;777,897323065421;NA;5
"680";"CK Razer";"Player";"Blue";"top";1,25705635756627;2,25198170277991;-7,42387797553232;-8,2619237138351;-23,1810566249373;54,5142650168227;-3763,77057831212;NA;1
"681";"CK Razer";"Player";"Red";"mid";5,92444709540473;1,52464372647964;-1,7517815670006;-16,625293003328;-6,3542500228557;-392,825002685479;484,153934868212;NA;2
"682";"CK Razer";"Player";"Red";"top";-1,94556687510267;3,25066568225625;-10,5955120962669;-9,42599371604175;16,7938302922707;-586,742400156445;-2275,81222017742;NA;1
"683";"CK Saba";"Player";"Blue";"mid";5,84199132743552;-0,313637534817998;-3,33313302319381;-28,8325675276447;2,62504996624772;-52,0318174689143;587,185843280785;NA;1
"684";"CK Saba";"Player";"Red";"mid";NA;NA;NA;NA;NA;NA;NA;NA;1
"685";"CK ss1";"Player";"Blue";"jungle";-9,08703938510749;6,80679014278926;-7,23257021439853;7,39605583424195;-48,7088420314417;-334,612959384732;-5449,30837252574;NA;6
"686";"CK ss1";"Player";"Red";"jungle";-10,1480526351746;4,43936757882221;-4,32552630489966;3,19790269937538;-27,4440614263369;-1019,98227427273;-5566,7118906773;NA;3
"687";"CKZ Arp";"Player";"Blue";"jungle";0,001684590220084;4,14753181715389;13,425051937964;-57,3711849171282;-70,2988946510147;-2305,91172884294;-1783,72027451709;NA;2
"688";"CKZ Arp";"Player";"Red";"jungle";2,16182251770767;1,92045957542959;9,94032424369093;-53,6692329353567;-16,0973221430657;-1840,38017816784;-1369,2107122251;NA;4
"689";"CKZ Kotva";"Player";"Blue";"support";3,83446046095585;-8,47849919204285;20,8394462489666;4,73064517105343;12,0855808019067;539,295165139133;2418,36279230184;NA;2
"690";"CKZ Kotva";"Player";"Red";"support";1,17514085277526;-8,68237213509048;22,1202252644433;7,73907897649307;7,95489535399846;753,508742977704;1253,84306515204;NA;4
"691";"CKZ Krosak";"Player";"Blue";"top";-1,47074863232341;4,25742190995924;-0,0658324819265412;-20,6099532935623;-50,3606616348179;-1424,44266427285;-4297,61025703543;NA;2
"692";"CKZ Krosak";"Player";"Red";"top";-4,43416903466914;8,41202873381079;-4,82455262777084;-29,2158878580853;-79,4766635513891;-2037,26850570456;-6667,08743342627;NA;4
"693";"CKZ Luca Brassi";"Player";"Blue";"bottom";8,82949771490939;-3,257941307771;-1,16398897185847;-0,296496964721829;39,4461091354635;-52,0126332174316;2253,45905534614;NA;2
"694";"CKZ Luca Brassi";"Player";"Red";"bottom";12,1169006934455;-2,35598307661785;-2,49932063082619;15,7741685686862;57,035890249201;1159,42517070106;4047,15182526966;NA;4
"695";"CKZ Mildorff";"Player";"Blue";"mid";0,522926477819482;-7,12105243776843;1,44948643284327;-2,08358841261175;18,080232795327;-568,667519507327;-3774,42180785329;NA;2
"696";"CKZ Mildorff";"Player";"Red";"mid";0,0917374377380417;-6,821580288889;3,70433623075074;-12,5915485206696;18,9519771699509;446,697400584626;-3390,40166963805;NA;4
"697";"CNA Burence";"Player";"Blue";"support";NA;NA;NA;NA;NA;NA;NA;NA;1
"698";"CNA Burence";"Player";"Red";"support";3,09487488217984;-8,19715136617869;27,8476961744793;6,30869228831207;6,27201098681477;835,55430256417;3603,29392460808;NA;2
"699";"CNA Fikus";"Player";"Blue";"top";-0,127603297248733;1,70401615163291;8,30832447824882;7,18702275280387;1,27950463968783;-1485,84180853657;-1650,56923564222;NA;2
"700";"CNA Fikus";"Player";"Red";"top";-1,78163837681408;5,41961394372262;2,38183655072028;-10,303963303206;-40,0254512834176;-905,579596028782;-2397,34350225542;NA;5
"701";"CNA Pcelica";"Player";"Blue";"bottom";5,48608860868441;-0,652515265602267;-3,43631041792914;-20,6388135912927;18,2554091170538;-1018,94096575509;934,984695238379;NA;2
"702";"CNA Pcelica";"Player";"Red";"bottom";2,89839328685788;-1,73358167705656;3,58700528228805;-42,0843342956806;0,652349466424987;-1848,68152889512;740,091120303544;NA;5
"703";"CNA Shizika";"Player";"Blue";"mid";-2,94663826982075;-2,61543770529487;7,32963138085539;-4,958711909192;22,5718483260204;908,377720603757;-4033,82050874694;NA;2
"704";"CNA Shizika";"Player";"Red";"mid";1,09218308931382;-4,28570139779128;2,43115791893831;-43,4522097164262;-15,8050234352188;-370,207600137913;-2503,08128162257;NA;5
"705";"CNA Shyr0";"Player";"Blue";"support";0,121470020129161;1,62599522802009;-5,86974846310732;-1,12266166585318;7,73232469549739;102,976606523576;-693,987564114115;NA;1
"706";"CNA Shyr0";"Player";"Red";"support";4,38979179960705;-8,57912144890977;23,9358598266312;7,45562517699078;8,64872731830568;865,024880594489;3503,60602368205;NA;3
"707";"CNA Uroskg";"Player";"Blue";"jungle";-5,08699892679643;12,7591371051384;2,85574301207656;-53,4075751335859;-138,684790186515;-2957,22794932149;-5041,26247549306;NA;2
"708";"CNA Uroskg";"Player";"Red";"jungle";2,67183493713065;1,82994419142338;7,04944219186003;-33,9072918213411;-31,3206154622427;-1807,25893646313;111,958439795555;NA;5
"709";"CNV Chrome";"Player";"Blue";"bottom";-0,990405081703365;0,465422149548816;-2,24931603042924;4,63542843430926;-12,7135696884972;111,083023565233;-1254,3440114466;NA;8
"710";"CNV Chrome";"Player";"Red";"bottom";2,02124353020408;-0,302891202880357;-0,224360676604277;9,1688317575141;3,25953386674615;540,582630904332;528,400893396661;NA;5
"711";"CNV DARKWINGS";"Player";"Blue";"mid";-6,23606570498368;3,35729563281942;-1,36506820920768;-9,57820395212369;-26,4967185581506;-396,80838667567;-3024,10602374981;NA;8
"712";"CNV DARKWINGS";"Player";"Red";"mid";-1,07522121112876;0,396766516191031;2,31430388605908;12,5324751012568;14,8173880406054;-162,547172975309;623,836609287298;NA;5
"713";"CNV Horder";"Player";"Blue";"top";-2,40228720440112;0,0894893011833062;-4,09885623983186;17,9690928529421;36,6189669600344;224,202967126532;-1296,31035039476;NA;8
"714";"CNV Horder";"Player";"Red";"top";-4,12044453961105;0,197986827844434;-1,26791585025855;2,63046629605155;18,3594198023929;-377,246340482349;-1668,8683753938;NA;5
"715";"CNV Kisno";"Player";"Blue";"jungle";-1,22848691426688;4,91493928331227;-5,62788834054062;-3,99047915686924;-17,7491262895727;-9,39763583092845;-2234,27098995505;NA;8
"716";"CNV Kisno";"Player";"Red";"jungle";0,0916691761916365;1,19281875084752;1,07392055788072;-5,74836638623898;7,777202195635;-418,784740114762;243,398240314705;NA;5
"717";"CNV Minui";"Player";"Blue";"support";1,18018638850089;1,12872492524169;-0,664114829856908;3,25171501471644;0,0652089152486178;530,82235387304;-115,92000887298;NA;8
"718";"CNV Minui";"Player";"Red";"support";1,0253409439757;0,666793590969234;3,22962539307585;2,55974789256901;-3,8638650962448;323,307105138716;46,8885546867634;NA;5
"719";"Corki";"Champion";"Blue";"bottom";0,713284303723382;-1,08782580378476;1,25509390304576;8,78138728571762;-1,24389573207699;276,26945249964;543,68265397136;210;NA
"720";"Corki";"Champion";"Blue";"mid";0,610038277845699;0,724264072604055;-1,79926291853395;4,01034357188203;18,6297312638555;206,625250718248;904,636228344393;119;NA
"721";"Corki";"Champion";"Blue";"top";0,0660809941872454;2,12430734403345;1,55585631143105;12,0712796439683;-5,6172602764627;224,614146162593;304,124666919839;1;NA
"722";"Corki";"Champion";"Red";"bottom";-0,415969482251374;-0,172579590329654;-2,87612246945222;7,6336232418612;7,98190732688303;-51,3328552852847;-374,506033053647;239;NA
"723";"Corki";"Champion";"Red";"mid";-9,54224441489021;0,58208509525395;-4,67091670797609;7,39939963553427;26,9595064883468;-1301,47350831395;-3048,88720449931;125;NA
"724";"CRZ Ceasarna";"Player";"Blue";"jungle";0,455609035415408;2,47540078201968;-2,88766323105098;-11,9058745560348;-33,3537710525308;-757,548776907023;-1326,76313360062;NA;3
"725";"CRZ Ceasarna";"Player";"Red";"jungle";1,17064829927831;-3,8988718647663;14,6500766027991;-59,7157771861714;-74,9276954634215;-1446,87230000922;-233,886577709514;NA;1
"726";"CRZ Meoww";"Player";"Blue";"top";-3,22404354447001;4,78821225216283;-8,19175035831966;19,7500271826555;-3,31275471733057;658,736813835055;-1734,50751389364;NA;3
"727";"CRZ Meoww";"Player";"Red";"top";NA;NA;NA;NA;NA;NA;NA;NA;1
"728";"CRZ Narttaker";"Player";"Blue";"mid";-7,50358415110543;-3,63385822005155;2,39899767914554;-15,9790506723539;-2,76960935144218;-477,348440555758;-4846,18395857164;NA;3
"729";"CRZ Narttaker";"Player";"Red";"mid";-13,8609940915687;-1,33014436769184;7,49142352882448;-34,2002988436026;14,5099093632469;-2639,82122121016;-6205,99367452124;NA;1
"730";"CRZ NoDu";"Player";"Blue";"support";3,75291422704239;-1,42267832222094;9,18537943533545;-4,10656043025121;-0,800066923894848;295,725184271007;2493,7893547999;NA;3
"731";"CRZ NoDu";"Player";"Red";"support";-1,18319568498617;-2,9574880785436;12,1715917198295;4,36663140254499;0,804382643612995;114,11498712277;679,502671593002;NA;1
"732";"CRZ Rashiro";"Player";"Blue";"bottom";1,8076090873937;0,729915245650462;-6,28323295104683;-26,5869115670528;-23,7508128016769;-1452,4229250362;-861,578394558668;NA;3
"733";"CRZ Rashiro";"Player";"Red";"bottom";NA;NA;NA;NA;NA;NA;NA;NA;1
"734";"CZV Blueboar";"Player";"Blue";"jungle";3,84845201383171;-1,17213229647526;9,26377379212409;-24,7144431428743;-34,8906445836135;-1185,73056226382;744,202871691116;NA;10
"735";"CZV Blueboar";"Player";"Red";"jungle";2,6352708470843;-0,0207699468718683;11,9691103169174;-29,7702884765113;-36,1822836809011;-1594,6846670391;648,121563812817;NA;3
"736";"CZV Devn";"Player";"Blue";"bottom";3,92566629371724;-3,03746636155304;3,20874816539068;-31,7685153433539;5,9840343796588;-1115,5555158896;1052,96160433584;NA;15
"737";"CZV Devn";"Player";"Red";"bottom";7,05116688713539;-3,78194195795321;5,20845580160217;-31,6540457610856;-2,00826152861624;-674,872908661405;2150,53471003983;NA;6
"738";"CZV Nenad";"Player";"Blue";"top";1,49670902793381;3,38483950447118;-0,16958781061915;23,8888775770199;13,9377198895461;636,954512474251;-367,627455761013;NA;15
"739";"CZV Nenad";"Player";"Red";"top";3,0525258825374;2,82352846773619;4,78201859616357;-5,74558471619668;-8,84951256797166;-835,19995435545;555,34940759495;NA;6
"740";"CZV Pesho";"Player";"Blue";"mid";2,33436127551292;-6,18152826511936;8,28547175146157;0,211769696211849;24,5711985998137;1625,35848526203;-19,5147442307516;NA;15
