"";"Role";"BlueTeamChampion";"RedTeamChampion";"games_played";"blue_side_kills";"blue_side_deaths";"blue_side_assists";"blue_side_cs_at_15_min";"blue_side_cs_at_end";"blue_side_gold_at_15_min";"blue_side_gold_at_end";"red_side_kills";"red_side_deaths";"red_side_assists";"red_side_cs_at_15_min";"red_side_cs_at_end";"red_side_gold_at_15_min";"red_side_gold_at_end";"blue_side_kills_advantage";"blue_side_deaths_advantage";"blue_side_assists_advantage";"blue_side_cs_at_15_min_advantage";"blue_side_cs_at_end_advantage";"blue_side_gold_at_15_min_advantage";"blue_side_gold_at_end_advantage"
"1";"bottom";"Aphelios";"Ashe";2;2;3,5;2,5;110;269;4932;11306;3,5;2,5;6,5;130;245,5;5485,5;12528;-1,5;1;-4;-20;23,5;-553,5;-1222
"2";"bottom";"Aphelios";"Corki";1;1;2;0;137;256;5248;9466;0;1;3;130;217;4816;8749;1;1;-3;7;39;432;717
"3";"bottom";"Aphelios";"Ezreal";3;2;3,66666666666667;3,66666666666667;118,333333333333;250,333333333333;5008,33333333333;10944,6666666667;5,66666666666667;1;5,66666666666667;128,666666666667;260,666666666667;5664,33333333333;13658,3333333333;-3,66666666666667;2,66666666666667;-2;-10,3333333333333;-10,3333333333333;-656;-2713,66666666667
"4";"bottom";"Aphelios";"Jinx";1;3;1;3;113;206;4533;9765;1;2;2;143;231;5915;9495;2;-1;1;-30;-25;-1382;270
"5";"bottom";"Aphelios";"Lucian";1;4;5;3;86;172;5510;9221;3;2;6;122;228;5183;10597;1;3;-3;-36;-56;327;-1376
"6";"bottom";"Aphelios";"Varus";1;3;3;1;140;275;4875;11582;7;0;7;144;284;5266;13786;-4;3;-6;-4;-9;-391;-2204
"7";"bottom";"Aphelios";"Xayah";3;2,66666666666667;1;4,66666666666667;106;233,333333333333;4571,33333333333;10988,6666666667;3;2,66666666666667;1,33333333333333;109;250;4375,33333333333;11419;-0,333333333333333;-1,66666666666667;3,33333333333333;-3;-16,6666666666667;196;-430,333333333334
"8";"bottom";"Ashe";"Aphelios";1;1;1;14;78;193;3333;10202;4;5;3;64;192;2932;10094;-3;-4;11;14;1;401;108
"9";"bottom";"Ashe";"Caitlyn";2;4;3;3,5;139;248,5;5595,5;11092;1,5;1,5;4;116,5;247,5;4565,5;10144,5;2,5;1,5;-0,5;22,5;1;1030;947,5
"10";"bottom";"Ashe";"Corki";15;2,33333333333333;2,73333333333333;5,13333333333333;105,4;256,666666666667;4352,33333333333;11489,0666666667;3,46666666666667;1,93333333333333;5,46666666666667;112,733333333333;268,133333333333;4813,06666666667;12409,5333333333;-1,13333333333333;0,8;-0,333333333333333;-7,33333333333333;-11,4666666666666;-460,733333333334;-920,466666666665
"11";"bottom";"Ashe";"Ezreal";19;2,52631578947368;1,31578947368421;5,94736842105263;119,157894736842;264,631578947368;4850,1052631579;11534,2105263158;1,78947368421053;1,84210526315789;3,47368421052632;115,473684210526;256,736842105263;4724,68421052632;10976,4210526316;0,736842105263158;-0,526315789473684;2,47368421052632;3,68421052631579;7,89473684210526;125,421052631579;557,789473684212
"12";"bottom";"Ashe";"Jhin";27;3,7037037037037;2,44444444444444;5,96296296296296;104,481481481481;237,333333333333;4347,88888888889;11077,2222222222;3,03703703703704;1,81481481481481;5,14814814814815;107;244,518518518519;4564,81481481481;11261,8148148148;0,666666666666667;0,62962962962963;0,814814814814815;-2,51851851851852;-7,18518518518516;-216,925925925926;-184,592592592593
"13";"bottom";"Ashe";"Jinx";7;4;2,71428571428571;7,71428571428571;116,571428571429;267,142857142857;5122,71428571429;13117,4285714286;4,14285714285714;2;4,57142857142857;105,714285714286;287,142857142857;4547,71428571429;13609,5714285714;-0,142857142857143;0,714285714285714;3,14285714285714;10,8571428571429;-20;575;-492,142857142859
"14";"bottom";"Ashe";"Kaisa";14;1,78571428571429;2;5,14285714285714;116,857142857143;257,571428571429;4722,35714285714;11042,9285714286;3,71428571428571;1,28571428571429;4,57142857142857;114,357142857143;261,714285714286;4695,71428571429;12114,5714285714;-1,92857142857143;0,714285714285714;0,571428571428572;2,5;-4,14285714285717;26,6428571428578;-1071,64285714286
"15";"bottom";"Ashe";"Kalista";13;4,30769230769231;2,46153846153846;5,92307692307692;115,538461538462;242,307692307692;4868,38461538462;11537,1538461538;4,46153846153846;2,92307692307692;3,84615384615385;116,076923076923;242,692307692308;5325,92307692308;12144,2307692308;-0,153846153846154;-0,461538461538461;2,07692307692308;-0,538461538461547;-0,384615384615358;-457,538461538462;-607,076923076924
"16";"bottom";"Ashe";"MissFortune";22;3,40909090909091;2,04545454545455;5;115,227272727273;238,727272727273;4965,45454545455;11103,4545454545;3,04545454545455;2,09090909090909;3,90909090909091;116;253,136363636364;5037,77272727273;11403,8636363636;0,363636363636364;-0,0454545454545454;1,09090909090909;-0,772727272727266;-14,4090909090909;-72,318181818182;-300,40909090909
"17";"bottom";"Ashe";"Sivir";5;3;1,4;2,4;102,6;220;4393,8;9733,8;2;2;3,4;95;220,4;4208,2;9779,6;1;-0,6;-1;7,59999999999999;-0,400000000000006;185,6;-45,8000000000011
"18";"bottom";"Ashe";"Smolder";1;6;0;9;108;187;4525;9739;0;2;0;113;199;4256;7512;6;-2;9;-5;-12;269;2227
"19";"bottom";"Ashe";"Swain";1;3;1;5;122;287;4473;11814;1;2;6;107;215;4319;9478;2;-1;-1;15;72;154;2336
"20";"bottom";"Ashe";"Tristana";3;5,66666666666667;1,66666666666667;7;119,666666666667;194,666666666667;5553,66666666667;10359,6666666667;2,33333333333333;2;2;92;164,333333333333;4643;8440,66666666667;3,33333333333333;-0,333333333333333;5;27,6666666666667;30,3333333333333;910,666666666667;1919
"21";"bottom";"Ashe";"Varus";24;2,54166666666667;2,125;4,70833333333333;111,583333333333;265,25;4659,33333333333;11693,625;4,875;1,70833333333333;5,16666666666667;114,375;257,833333333333;4844,75;12539,4583333333;-2,33333333333333;0,416666666666667;-0,458333333333334;-2,79166666666667;7,41666666666669;-185,416666666667;-845,833333333334
"22";"bottom";"Ashe";"Xayah";4;1,5;2,5;2;121,75;271;4769,75;11474;1,75;1;3,25;125;279,75;4773,75;12014;-0,25;1,5;-1,25;-3,25;-8,75;-4;-540
"23";"bottom";"Ashe";"Zeri";2;3;1,5;9,5;128,5;270,5;5235,5;13170;2;4;3;134,5;295;5781,5;13056;1;-2,5;6,5;-6;-24,5;-546;114
"24";"bottom";"Ashe";"Ziggs";4;1,75;1;8,25;129,5;271,5;5218,75;11816,25;0,75;1,75;3,75;126,75;264;4954,25;10632,25;1;-0,75;4,5;2,75;7,5;264,5;1184
"25";"bottom";"Brand";"Jhin";1;7;2;5;86;138;4727;8000;1;2;1;79;113;3762;5155;6;0;4;7;25;965;2845
"26";"bottom";"Caitlyn";"Aphelios";1;1;2;1;102;208;4129;7998;7;0;3;96;187;4107;9769;-6;2;-2;6;21;22;-1771
"27";"bottom";"Caitlyn";"Ashe";6;4,16666666666667;1,33333333333333;6,33333333333333;122;249;5851,5;12176,5;1,66666666666667;3,16666666666667;4,66666666666667;110,166666666667;225;4847,5;10283,1666666667;2,5;-1,83333333333333;1,66666666666667;11,8333333333333;24;1004;1893,33333333333
"28";"bottom";"Caitlyn";"Corki";10;2,3;2,1;3,5;120,9;268,4;5062,9;11592,5;3,5;1,4;3,8;115,5;265,8;4714,6;11881,4;-1,2;0,7;-0,3;5,40000000000001;2,59999999999997;348,299999999999;-288,9
"29";"bottom";"Caitlyn";"Draven";2;0;0,5;1;127;199;4719,5;7569,5;3;0,5;1;122;201;5577;9258,5;-3;0;0;5;-2;-857,5;-1689
"30";"bottom";"Caitlyn";"Ezreal";1;3;2;2;104;194;4387;9430;3;1;4;103;183;5253;8571;0;1;-2;1;11;-866;859
"31";"bottom";"Caitlyn";"Jhin";9;2,66666666666667;1,44444444444444;4,22222222222222;135,111111111111;289,222222222222;5290,33333333333;12588,5555555556;3;1;3,44444444444444;128,777777777778;271,111111111111;5207,11111111111;12028,3333333333;-0,333333333333333;0,444444444444444;0,777777777777778;6,33333333333334;18,1111111111111;83,2222222222217;560,222222222221
"32";"bottom";"Caitlyn";"Kaisa";1;2;2;4;131;380;5104;17829;3;1;1;130;478;4702;21624;-1;1;3;1;-98;402;-3795
"33";"bottom";"Caitlyn";"Kalista";6;2,33333333333333;3;3,5;106,166666666667;245,833333333333;4568,5;10956,5;4,16666666666667;2,5;4,5;105,5;239,166666666667;4687,83333333333;11368,3333333333;-1,83333333333333;0,5;-1;0,666666666666671;6,66666666666669;-119,333333333333;-411,833333333334
"34";"bottom";"Caitlyn";"Lucian";1;2;0;3;150;333;5196;14682;3;1;1;123;292;4723;13824;-1;-1;2;27;41;473;858
"35";"bottom";"Caitlyn";"MissFortune";2;4;0,5;3,5;113,5;332,5;4829,5;14368,5;3;1,5;3;98;338;4492,5;14267,5;1;-1;0,5;15,5;-5,5;337;101
"36";"bottom";"Caitlyn";"Sivir";1;6;4;7;107;422;4215;21385;8;4;9;103;481;4205;23061;-2;0;-2;4;-59;10;-1676
"37";"bottom";"Caitlyn";"Tristana";1;4;2;1;81;226;3239;10159;8;1;4;93;239;4587;12617;-4;1;-3;-12;-13;-1348;-2458
"38";"bottom";"Caitlyn";"Varus";4;4,5;2,5;5;122,75;260,5;5419,25;12210,25;6,25;2,75;7,25;118,75;253,75;5353;12555,5;-1,75;-0,25;-2,25;4;6,75;66,25;-345,25
"39";"bottom";"Caitlyn";"Xayah";2;1,5;1;1,5;94,5;273,5;3592,5;11271,5;3;0,5;2,5;92,5;332,5;3494;13563;-1,5;0,5;-1;2;-59;98,5;-2291,5
"40";"bottom";"Caitlyn";"Zeri";2;2;2,5;1,5;132;293;5164;12295;7;0,5;4,5;126,5;274;5691;13921,5;-5;2;-3;5,5;19;-527;-1626,5
"41";"bottom";"Corki";"Ashe";11;3,63636363636364;1,45454545454545;5,36363636363636;120,090909090909;236,545454545455;5007,54545454545;10840,7272727273;1,54545454545455;2,90909090909091;3,72727272727273;113,818181818182;217,818181818182;4809,54545454545;9654,90909090909;2,09090909090909;-1,45454545454545;1,63636363636364;6,27272727272728;18,7272727272727;198;1185,81818181818
"42";"bottom";"Corki";"Caitlyn";4;4,5;3,5;5,75;120,25;261;5328,25;12250,5;6;2,75;6,5;123,25;272,5;5576,25;13719,25;-1,5;0,75;-0,75;-3;-11,5;-248;-1468,75
"43";"bottom";"Corki";"Draven";1;2;0;5;127;203;5056;9549;1;2;0;119;211;4443;9888;1;-2;5;8;-8;613;-339
"44";"bottom";"Corki";"Ezreal";50;3,56;1,7;3,66;115,02;276,3;4719,62;12226,36;3,44;1,4;4,26;113,76;268,56;4710,36;12173,62;0,12;0,3;-0,6;1,25999999999999;7,74000000000001;9,26000000000022;52,7399999999998
"45";"bottom";"Corki";"Jhin";8;3,75;2,75;5,25;104,75;249;4453,5;11631,25;4;1,875;4,875;99,75;230,75;4004;10624;-0,25;0,875;0,375;5;18,25;449,5;1007,25
"46";"bottom";"Corki";"Jinx";7;4,14285714285714;1,71428571428571;4,42857142857143;103,714285714286;228,285714285714;4576,71428571429;10865;3,85714285714286;2,85714285714286;3,85714285714286;98,2857142857143;229;4281,28571428571;10534;0,285714285714286;-1,14285714285714;0,571428571428572;5,42857142857142;-0,714285714285722;295,428571428571;331
"47";"bottom";"Corki";"Kaisa";19;3,05263157894737;2,47368421052632;4,94736842105263;110,210526315789;264,947368421053;4630,42105263158;11768,9473684211;4,57894736842105;2,63157894736842;5,10526315789474;111,842105263158;266,894736842105;4617,1052631579;12798,7894736842;-1,52631578947368;-0,157894736842105;-0,157894736842105;-1,63157894736841;-1,9473684210526;13,3157894736842;-1029,84210526316
"48";"bottom";"Corki";"Kalista";15;2,46666666666667;1,6;3,13333333333333;122,333333333333;275,333333333333;4820;11446,7333333333;3,6;1,46666666666667;3,13333333333333;122,466666666667;266,333333333333;5073,53333333333;11956,2666666667;-1,13333333333333;0,133333333333334;0;-0,13333333333334;9;-253,533333333334;-509,533333333333
"49";"bottom";"Corki";"KogMaw";1;6;2;4;131;277;5551;12865;8;2;4;108;229;4814;12790;-2;0;0;23;48;737;75
"50";"bottom";"Corki";"Lucian";1;1;4;8;108;239;4625;10464;4;2;13;121;252;4882;12111;-3;2;-5;-13;-13;-257;-1647
"51";"bottom";"Corki";"MissFortune";31;3,70967741935484;1,64516129032258;4,38709677419355;118,225806451613;288,548387096774;4813,45161290323;12592,5161290323;3,70967741935484;1,93548387096774;4,19354838709677;123,677419354839;299,129032258065;5031,54838709677;13345,5483870968;0;-0,290322580645161;0,193548387096774;-5,45161290322581;-10,5806451612903;-218,096774193549;-753,032258064517
"52";"bottom";"Corki";"Sivir";3;4,66666666666667;1,66666666666667;7,66666666666667;131;296,666666666667;5495;13754;1;3,33333333333333;4;115,333333333333;282,333333333333;4700;12343;3,66666666666667;-1,66666666666667;3,66666666666667;15,6666666666667;14,3333333333334;795;1411
"53";"bottom";"Corki";"Smolder";1;0;2;5;136;340;4948;13609;6;0;3;142;372;5154;16686;-6;2;2;-6;-32;-206;-3077
"54";"bottom";"Corki";"Tristana";4;2,5;3,25;2,5;117,5;255;4715,75;11491;6;2;5;117,5;279,5;5197,75;13694;-3,5;1,25;-2,5;0;-24,5;-482;-2203
"55";"bottom";"Corki";"Varus";43;3,13953488372093;1,90697674418605;4,58139534883721;109,209302325581;274,46511627907;4575,67441860465;12200,8837209302;4,55813953488372;2,02325581395349;4,32558139534884;112,790697674419;267,325581395349;4718,41860465116;12646,7441860465;-1,41860465116279;-0,116279069767442;0,255813953488373;-3,58139534883722;7,13953488372096;-142,744186046512;-445,860465116279
"56";"bottom";"Corki";"Xayah";5;4,4;1,6;4,6;99,6;295,6;4169;13273,4;3,2;1,6;5,2;109,2;303,2;4507,6;13180,4;1,2;0;-0,600000000000001;-9,60000000000001;-7,59999999999997;-338,6;93
"57";"bottom";"Corki";"Zeri";5;4,2;0,8;4,6;134,8;249,2;5568,4;11246,4;1,8;1,8;2,4;126,8;245;5048,8;9851;2,4;-1;2,2;8,00000000000001;4,19999999999999;519,599999999999;1395,4
"58";"bottom";"Corki";"Ziggs";1;2;1;5;124;350;5276;14897;0;2;6;127;333;4915;13182;2;-1;-1;-3;17;361;1715
"59";"bottom";"Draven";"Aphelios";1;0;7;2;99;160;4027;6758;5;0;14;118;231;6656;11794;-5;7;-12;-19;-71;-2629;-5036
"60";"bottom";"Draven";"Ashe";1;0;3;2;102;201;4279;8291;5;0;7;132;245;6507;11260;-5;3;-5;-30;-44;-2228;-2969
"61";"bottom";"Draven";"Corki";2;3,5;3;0;125,5;247;5722,5;10941;3;0,5;8;131;268,5;4903;12081,5;0,5;2,5;-8;-5,5;-21,5;819,5;-1140,5
"62";"bottom";"Draven";"Ezreal";2;1;0,5;2;105,5;189;4466;8487,5;0,5;1,5;1,5;112,5;206;4422;8471;0,5;-1;0,5;-7;-17;44;16,5
"63";"bottom";"Draven";"Kaisa";3;1,33333333333333;3,66666666666667;1,66666666666667;114;249,666666666667;4765;10423;4;1,66666666666667;4;110,333333333333;239;4980,33333333333;11388,6666666667;-2,66666666666667;2;-2,33333333333333;3,66666666666667;10,6666666666667;-215,333333333333;-965,666666666666
"64";"bottom";"Draven";"Kalista";7;3,42857142857143;2;3;120,285714285714;236,428571428571;5133,14285714286;11204,8571428571;4;1,85714285714286;3,28571428571429;126,714285714286;235;5366,85714285714;11038,7142857143;-0,571428571428572;0,142857142857143;-0,285714285714286;-6,42857142857142;1,42857142857142;-233,714285714286;166,142857142857
"65";"bottom";"Draven";"MissFortune";1;2;3;0;123;272;5138;12404;5;1;3;123;283;5892;13636;-3;2;-3;0;-11;-754;-1232
"66";"bottom";"Draven";"Varus";1;3;1;3;130;287;4789;14306;8;1;6;120;314;5656;16737;-5;0;-3;10;-27;-867;-2431
"67";"bottom";"Draven";"Vayne";1;11;2;3;66;171;5863;11976;2;4;1;66;131;3162;6301;9;-2;2;0;40;2701;5675
"68";"bottom";"Draven";"Xayah";1;1;3;3;125;325;4633;14023;4;1;5;122;336;4852;15126;-3;2;-2;3;-11;-219;-1103
"69";"bottom";"Draven";"Zeri";1;4;6;7;123;238;6248;11557;9;5;8;124;292;4868;14361;-5;1;-1;-1;-54;1380;-2804
"70";"bottom";"Draven";"Ziggs";1;9;3;7;111;315;5264;18095;4;4;9;120;307;4512;14708;5;-1;-2;-9;8;752;3387
"71";"bottom";"Ezreal";"Aphelios";2;2;1,5;2;54;186;2341,5;8323,5;2,5;1,5;3;47;196;2280;8879;-0,5;0;-1;7;-10;61,5;-555,5
"72";"bottom";"Ezreal";"Ashe";23;3;1,56521739130435;4,43478260869565;122,826086956522;256,695652173913;4905,52173913043;11420,5652173913;3,08695652173913;1,91304347826087;6,17391304347826;121,391304347826;257,521739130435;4941,04347826087;11501,6086956522;-0,0869565217391304;-0,347826086956522;-1,73913043478261;1,43478260869564;-0,826086956521749;-35,521739130435;-81,04347826087
"73";"bottom";"Ezreal";"Caitlyn";7;1,57142857142857;1,42857142857143;4,57142857142857;114,857142857143;279,285714285714;4698,28571428571;11703,2857142857;2,42857142857143;2;3,71428571428571;114,428571428571;277,285714285714;4789,14285714286;12149,2857142857;-0,857142857142857;-0,571428571428571;0,857142857142857;0,428571428571431;2;-90,8571428571422;-446
"74";"bottom";"Ezreal";"Cassiopeia";1;3;1;2;138;264;4877;10296;4;3;1;141;245;5842;10362;-1;-2;1;-3;19;-965;-66
"75";"bottom";"Ezreal";"Corki";49;3,59183673469388;1,48979591836735;4,83673469387755;108,734693877551;273;4504,14285714286;12429,7755102041;3,93877551020408;1,44897959183673;4,18367346938776;111,897959183673;281,142857142857;4725,12244897959;12781,2857142857;-0,346938775510204;0,0408163265306123;0,653061224489796;-3,16326530612244;-8,14285714285717;-220,979591836735;-351,510204081633
"76";"bottom";"Ezreal";"Draven";1;5;2;6;118;274;4970;13669;3;3;9;114;280;4931;13586;2;-1;-3;4;-6;39;83
"77";"bottom";"Ezreal";"Jhin";16;3,25;1,5;4,375;121,8125;255,4375;4839,125;11412,8125;4,125;1,6875;4,3125;114;241,4375;4802,875;11065,625;-0,875;-0,1875;0,0625;7,8125;14;36,25;347,1875
"78";"bottom";"Ezreal";"Jinx";15;2,66666666666667;1,6;3,2;122,066666666667;267,733333333333;4764,26666666667;11713,8;3,53333333333333;1,66666666666667;3,86666666666667;117,466666666667;276,4;4882,2;12266,8;-0,866666666666667;-0,0666666666666667;-0,666666666666667;4,59999999999999;-8,66666666666663;-117,933333333333;-553
"79";"bottom";"Ezreal";"Kaisa";90;2,84444444444444;1,82222222222222;3,75555555555556;118,577777777778;257,555555555556;4808,91111111111;11399,2111111111;4,15555555555556;1,68888888888889;3,97777777777778;115,577777777778;260,933333333333;4881,86666666667;12092,5;-1,31111111111111;0,133333333333333;-0,222222222222222;3;-3,37777777777779;-72,9555555555553;-693,288888888888
"80";"bottom";"Ezreal";"Kalista";18;2,94444444444444;1,83333333333333;4,55555555555556;118,055555555556;259,944444444444;4747,77777777778;11686,7777777778;3,5;2,22222222222222;3,33333333333333;115,111111111111;259,888888888889;4905,11111111111;11907;-0,555555555555555;-0,388888888888889;1,22222222222222;2,94444444444444;0,0555555555555429;-157,333333333334;-220,222222222223
"81";"bottom";"Ezreal";"KogMaw";1;6;0;4;117;263;4065;12543;0;4;0;89;205;3631;8712;6;-4;4;28;58;434;3831
"82";"bottom";"Ezreal";"Lucian";6;2;2,5;3;122,666666666667;265;4803,33333333333;11630,3333333333;3,83333333333333;1,66666666666667;3,66666666666667;125,333333333333;288,166666666667;5237,5;13196,1666666667;-1,83333333333333;0,833333333333333;-0,666666666666667;-2,66666666666666;-23,1666666666667;-434,166666666667;-1565,83333333333
"83";"bottom";"Ezreal";"Mel";1;0;3;2;84;233;3222;9115;4;1;5;88;217;3753;10431;-4;2;-3;-4;16;-531;-1316
"84";"bottom";"Ezreal";"MissFortune";38;2,89473684210526;1,39473684210526;3,92105263157895;114,736842105263;290,342105263158;4655,57894736842;12412,4473684211;3;1,5;4,86842105263158;115,210526315789;295;4644,23684210526;12936,9210526316;-0,105263157894737;-0,105263157894737;-0,947368421052631;-0,473684210526315;-4,65789473684208;11,3421052631575;-524,473684210525
"85";"bottom";"Ezreal";"Nilah";1;7;3;10;143;552;5842;25562;14;6;7;117;385;4524;23925;-7;-3;3;26;167;1318;1637
"86";"bottom";"Ezreal";"Rumble";1;1;4;4;93;278;3540;11094;4;1;5;80;240;3261;11914;-3;3;-1;13;38;279;-820
"87";"bottom";"Ezreal";"Sivir";11;2,45454545454545;1,27272727272727;3,27272727272727;112,545454545455;263,272727272727;4693,09090909091;11481,6363636364;1,81818181818182;1,36363636363636;3,90909090909091;111,454545454545;274,909090909091;4379;11532,7272727273;0,636363636363636;-0,0909090909090908;-0,636363636363636;1,09090909090909;-11,6363636363637;314,090909090909;-51,0909090909081
"88";"bottom";"Ezreal";"Smolder";1;5;4;4;136;442;5352;20519;12;3;10;137;421;5642;21987;-7;1;-6;-1;21;-290;-1468
"89";"bottom";"Ezreal";"Tristana";17;2,58823529411765;2,05882352941176;4,35294117647059;109,117647058824;229,470588235294;4320,58823529412;10486,5294117647;3;1,88235294117647;2,58823529411765;104,705882352941;235,588235294118;4556,11764705882;11069,1176470588;-0,411764705882353;0,176470588235294;1,76470588235294;4,41176470588236;-6,11764705882354;-235,529411764705;-582,588235294117
"90";"bottom";"Ezreal";"Twitch";1;2;4;0;129;222;5387;9076;10;2;10;119;201;5774;12664;-8;2;-10;10;21;-387;-3588
"91";"bottom";"Ezreal";"Varus";102;3,00980392156863;1,61764705882353;3,49019607843137;108,970588235294;271,078431372549;4454,01960784314;11978,9215686275;3,86274509803922;1,70588235294118;4,63725490196078;111,362745098039;266,666666666667;4615,69607843137;12240,6470588235;-0,852941176470588;-0,088235294117647;-1,14705882352941;-2,3921568627451;4,41176470588232;-161,676470588235;-261,725490196079
"92";"bottom";"Ezreal";"Velkoz";1;2;1;3;107;261;4548;12076;1;1;5;110;242;4592;10100;1;0;-2;-3;19;-44;1976
"93";"bottom";"Ezreal";"Xayah";11;2,81818181818182;0,909090909090909;3,45454545454545;123,545454545455;276,181818181818;4779;11806,3636363636;2,90909090909091;1,36363636363636;3,54545454545455;130,090909090909;307,272727272727;5079,81818181818;13065,2727272727;-0,0909090909090908;-0,454545454545454;-0,0909090909090908;-6,54545454545455;-31,0909090909091;-300,818181818182;-1258,90909090909
"94";"bottom";"Ezreal";"Zeri";5;1,8;1,4;2,4;136,4;276,8;5295;11841,8;4;0,4;4,8;129,4;284,4;5269,4;13028,6;-2,2;1;-2,4;7;-7,59999999999997;25,6000000000004;-1186,8
"95";"bottom";"Ezreal";"Ziggs";2;4,5;1;4,5;129,5;319,5;5046,5;14538;3,5;1,5;6;122,5;280,5;5451;12470,5;1;-0,5;-1,5;7;39;-404,5;2067,5
"96";"bottom";"Galio";"Jhin";1;1;2;8;105;243;4318;11446;3;2;2;138;356;5488;14053;-2;0;6;-33;-113;-1170;-2607
"97";"bottom";"Gnar";"Varus";1;4;1;1;96;276;4530;13707;3;2;3;132;291;5390;14604;1;-1;-2;-36;-15;-860;-897
"98";"bottom";"Hwei";"Corki";1;1;4;2;106;196;4226;8295;0;2;2;110;196;4222;7489;1;2;0;-4;0;4;806
"99";"bottom";"Jhin";"Ashe";27;4,85185185185185;1,55555555555556;6,07407407407407;117,148148148148;275,148148148148;4826,2962962963;13054,4814814815;3,33333333333333;3,07407407407407;5,44444444444444;114,962962962963;268,148148148148;4715,25925925926;12322,1481481481;1,51851851851852;-1,51851851851852;0,62962962962963;2,18518518518519;7;111,037037037037;732,333333333334
"100";"bottom";"Jhin";"Caitlyn";8;2,875;1;2,625;125,875;263,75;4855,5;11561;2,125;1,25;3,375;130,75;266,25;4930,875;11259,625;0,75;-0,25;-0,75;-4,875;-2,5;-75,375;301,375
"101";"bottom";"Jhin";"Corki";10;4;2,4;5,6;110;287,6;4488,8;13149,1;5,3;1,8;4;115,2;298,8;4995,9;14133,6;-1,3;0,6;1,6;-5,2;-11,2;-507,099999999999;-984,5
"102";"bottom";"Jhin";"Ezreal";12;3,91666666666667;1,5;5,91666666666667;123,666666666667;276,666666666667;4990,75;12747,5;2,33333333333333;1,5;4;124,416666666667;274,166666666667;5002,66666666667;11936;1,58333333333333;0;1,91666666666667;-0,75;2,5;-11,916666666667;811,5
"103";"bottom";"Jhin";"Hwei";2;5;0,5;3;117;243;4897;11354,5;3,5;4;4;116,5;231,5;4828;10905,5;1,5;-3,5;-1;0,5;11,5;69;449
"104";"bottom";"Jhin";"Jinx";4;1,75;1,5;1,75;116,25;220;5191;9326,5;1;0,5;4,75;121;238,5;5082,25;10292,75;0,75;1;-3;-4,75;-18,5;108,75;-966,25
"105";"bottom";"Jhin";"Kaisa";10;3,9;2,1;3,4;102,5;219;4217,1;10162,4;2,9;1,9;3,8;105,2;227,7;4353;10321,9;1;0,2;-0,4;-2,7;-8,69999999999999;-135,9;-159,5
"106";"bottom";"Jhin";"Kalista";4;2,5;1;5,75;107,5;294,5;4144,25;13016,75;2,25;3,25;3,25;109,75;303;4582,75;13363;0,25;-2,25;2,5;-2,25;-8,5;-438,5;-346,25
"107";"bottom";"Jhin";"Lucian";1;4;2;4;89;224;3580;10347;5;2;4;100;236;4677;11126;-1;0;0;-11;-12;-1097;-779
"108";"bottom";"Jhin";"MissFortune";26;2,88461538461538;1,5;3,26923076923077;115,230769230769;248;4655,61538461538;10775,9230769231;3,57692307692308;1,19230769230769;5,42307692307692;121,692307692308;269,807692307692;4981,57692307692;12190,6153846154;-0,692307692307693;0,307692307692308;-2,15384615384615;-6,46153846153847;-21,8076923076923;-325,961538461538;-1414,69230769231
"109";"bottom";"Jhin";"Sivir";1;8;4;6;142;309;5415;16016;9;4;10;130;303;5053;15724;-1;0;-4;12;6;362;292
"110";"bottom";"Jhin";"Tristana";3;6;0;8,66666666666667;108,666666666667;348,333333333333;4335;16206;6,33333333333333;2,33333333333333;4,33333333333333;107,666666666667;345,333333333333;4304,33333333333;16406,3333333333;-0,333333333333333;-2,33333333333333;4,33333333333333;1;3;30,666666666667;-200,333333333332
"111";"bottom";"Jhin";"Varus";62;3,7258064516129;1,88709677419355;4,80645161290323;105,048387096774;265,516129032258;4383,14516129032;12072,8225806452;3,93548387096774;2,45161290322581;5,45161290322581;105,032258064516;253,129032258065;4343,98387096774;12022,1612903226;-0,209677419354839;-0,564516129032258;-0,64516129032258;0,0161290322580641;12,3870967741935;39,1612903225814;50,6612903225796
"112";"bottom";"Jhin";"Xayah";6;3,66666666666667;1,5;6,16666666666667;114,5;271;4851;12506,1666666667;3;2,5;3,66666666666667;123,833333333333;291,333333333333;5163,83333333333;12752,3333333333;0,666666666666667;-1;2,5;-9,33333333333333;-20,3333333333333;-312,833333333333;-246,166666666668
"113";"bottom";"Jhin";"Zeri";2;6;1;6;124;243,5;4721,5;12414;4,5;2;3;127;270;4722,5;11690,5;1,5;-1;3;-3;-26,5;-1;723,5
"114";"bottom";"Jinx";"Aphelios";1;9;4;16;122;280;5395;14980;4;5;14;134;278;5412;13415;5;-1;2;-12;2;-17;1565
"115";"bottom";"Jinx";"Ashe";8;4;2,125;5,5;116,625;233;5065,625;10885,375;4,5;2,125;5,5;118,5;214,875;5429,375;10327,875;-0,5;0;0;-1,875;18,125;-363,75;557,5
"116";"bottom";"Jinx";"Caitlyn";4;2,75;1;3,75;121,75;271,25;4576,25;11696;3;1;1,5;127,5;294;5323;12813,75;-0,25;0;2,25;-5,75;-22,75;-746,75;-1117,75
