"";"Champion";"Side";"Role";"Kills";"Deaths";"Assists";"CSAt15Min";"CSAtEnd";"GoldAt15Min";"GoldAtEnd";"Games_played"
"184";"Karthus";"Blue";"jungle";-0,934272115934529;-0,471217120352647;4,01718907214349;32,8081759308205;78,8762741193951;583,243435551753;1700,23925015938;8
"185";"Karthus";"Red";"jungle";0,691109092874498;-0,301380216499227;3,83197651077673;11,7955457193539;33,4183851321047;502,11146600176;1542,96505225401;8
"186";"Kassadin";"Blue";"mid";-0,962467460771818;0,944104635155483;-3,28031139411677;-10,1672748031162;2,94894601713849;-766,786507264503;-25,9330867841216;5
"187";"Katarina";"Blue";"mid";0,124993756678375;6,18812284928917;-3,50796445551516;-35,0437253548966;-95,5888269264685;-403,087414824588;-3911,44147019577;1
"188";"Katarina";"Red";"mid";1,36740123242564;-2,46530161632137;-3,28676755693836;21,582176746094;84,9981538188287;417,977209052105;3021,68134104325;1
"189";"Kayle";"Blue";"mid";-2,71804241314996;0,881014074053111;-1,53040729649537;-2,43817726728516;-5,81839637097735;-993,382422716943;-1391,17958568164;1
"190";"Kayle";"Blue";"top";1,07218067537106;-0,573938764016467;5,32029534031611;-3,458490873289;-0,413784840995674;434,975836411551;1871,72167732205;2
"191";"Kayle";"Red";"mid";NA;NA;NA;NA;NA;NA;NA;1
"192";"Kayn";"Blue";"jungle";-1,26869095360191;2,87709261488851;-3,09666887688317;12,5761216354491;9,64876601993547;209,263174214685;-198,157184190833;3
"193";"Kayn";"Blue";"top";-1,54237690536652;-0,047014084596291;-0,510197963984226;-26,9673803021171;-36,4189781284234;-1034,61682725523;-1540,65323967097;2
"194";"Kayn";"Red";"jungle";4,64383343425152;-2,16165216353531;1,6552635202407;-3,62976190742864;-0,355111407830737;294,228428552008;1925,89553824027;2
"195";"Kennen";"Blue";"top";0,972150562339282;-0,384192135128641;-0,437183733918971;15,6364896884875;17,8930358817394;419,126594362978;823,62886330315;14
"196";"Kennen";"Red";"support";0,641441611423123;7,43330634333548;-16,3855821041085;-6,25466131395322;-6,99329051498056;129,008501626306;-1689,81055477441;1
"197";"Kennen";"Red";"top";0,280583872279386;0,0568297468999506;2,17166563348448;9,13120997843381;2,17508789512152;344,594189358248;599,153507592764;9
"198";"Khazix";"Blue";"jungle";1,49163686282261;-0,983400632538736;7,17936732958475;31,2678905913094;81,0390097901418;563,123112507992;2665,61426672629;2
"199";"Khazix";"Red";"jungle";1,95204547525677;-1,56975507969277;4,30870767746474;12,9625297645259;29,7804561451116;687,334051047676;1750,02274443368;1
"200";"Kindred";"Blue";"jungle";0,744602438288002;0,677465603138305;2,67190952863791;10,5668526675337;25,9676322220723;0,605507762854878;819,34356647394;16
"201";"Kindred";"Red";"jungle";1,36627928202815;-0,162447776625495;0,0320365381939102;7,9541401275891;21,84217598425;279,655027017855;1096,10655025637;20
"202";"Kled";"Blue";"top";-5,67519361844153;3,15556155349564;-0,238030037612272;-14,9549590933411;-28,7188255338198;-8,22834021215213;-2054,69878297041;1
"203";"Kled";"Red";"top";-1,50341502133597;-0,940967205605759;0,372091143366192;-19,8045610780105;-26,8494514756586;-71,8433539320804;-1053,83715929516;2
"204";"KogMaw";"Blue";"bottom";1,07168684668145;0,678769620984606;-0,883178086609009;12,4616353935314;-52,5325484016529;563,622547418164;-329,01819637137;5
"205";"KogMaw";"Blue";"mid";-4,65266230885465;-0,342713196979766;-3,76967931344172;13,3587036260387;14,889397955082;-218,918547353868;-1444,60301616218;2
"206";"KogMaw";"Red";"bottom";-1,90777876613277;2,4148882358003;-1,62377703122395;-2,24671355143834;-35,1638371010035;-199,124168870953;-2227,36088794373;6
"207";"KSante";"Blue";"mid";-3,76493972398434;5,47032649950904;-3,39356798127402;-30,3043468894554;-27,006094191462;-1138,35083961365;-2406,4744351092;2
"208";"KSante";"Blue";"top";-0,0396321520824012;-0,47085530911065;0,764017287012952;1,81953224196503;-12,3235780952445;73,0317621537297;-275,098714650518;209
"209";"KSante";"Red";"top";0,00296497244533011;-0,437953786622337;0,681504365199402;0,234260848366752;-9,02115163563347;46,1139045447404;-183,422716244199;288
"210";"Leblanc";"Blue";"mid";1,23570628866665;-0,440878035521709;-2,22088274637723;11,9115255822765;17,1048196268141;431,173223540238;1174,79047656141;18
"211";"Leblanc";"Blue";"support";0,884472383606461;-0,293836900679545;-4,25000543816744;1,52451674377469;0,130102998212093;129,799793797445;-426,74345845039;1
"212";"Leblanc";"Blue";"top";3,60934834636104;-0,976419184773538;-7,72803006662993;-5,16395377054492;58,0673764871872;38,6963495758428;2291,42715450677;1
"213";"Leblanc";"Red";"mid";2,6260750006019;-4,06658239872969;-1,40352344770051;21,4021566383661;57,7410341673884;968,062907325306;2816,2472321311;17
"214";"Leblanc";"Red";"support";4,75275636989372;3,77834612319049;1,90344806754529;-9,04766863030341;0,555784191644977;686,683083495259;2263,58200723444;1
"215";"LeeSin";"Blue";"bottom";-1,94642422343996;1,15531899145082;-2,9680924557593;-1,86881785422903;-11,9567278821453;-422,124791349284;-438,290995471496;1
"216";"LeeSin";"Blue";"jungle";0,37279422541383;0,438193626833712;1,22689740003742;9,3471037218666;15,9185882250182;-2,05596214655011;623,124841109719;48
"217";"LeeSin";"Blue";"mid";0,016052308030382;1,9385193384111;-1,36350572369454;9,1381315763616;2,18399684254717;819,561598476929;702,39816985495;4
"218";"LeeSin";"Blue";"support";-1,18068037988326;1,34544896454824;-11,3187677160009;4,62859934605356;23,2032627233723;36,7937017630722;-1587,07797630852;1
"219";"LeeSin";"Red";"jungle";0,539465387741695;-0,0627914484560316;-0,0782970742833825;-3,16332628373747;-6,44024331044229;267,517094739828;272,369963573704;40
"220";"LeeSin";"Red";"mid";3,68363644728895;-0,515896547854806;3,31896465100093;14,4856220510281;8,8804112147316;510,421169078407;2833,90095941414;2
"221";"LeeSin";"Red";"top";3,38293261302134;3,91090626404238;2,67015337166559;11,8655657336788;5,92973665450283;764,287216971489;979,163738763286;1
"222";"Leona";"Blue";"support";0,109843195475324;0,292920950243033;-0,886554549550308;1,33112164119265;4,16683417955869;63,0436915404573;27,9005971439789;307
"223";"Leona";"Red";"support";-0,0818472357822716;0,613211925087034;-1,33310529341255;1,90586671011367;5,07472652675404;-28,6026233512215;1,07071627089715;311
"224";"Lillia";"Blue";"jungle";0,457174316066153;-0,0638085996674546;1,63636526333382;17,5117275700657;40,9823426721805;153,41560790201;1077,46631304497;93
"225";"Lillia";"Red";"jungle";0,442035725553566;-1,30963639993405;1,00716834663275;7,67272373456145;15,2153346180164;291,359866000901;799,877481701931;101
"226";"Lissandra";"Blue";"mid";-2,2749478786738;1,54105275863894;-0,103582351183516;-4,81956496156467;-6,14293436460412;-298,277372720832;-999,132292555277;7
"227";"Lissandra";"Red";"mid";0,358706096002219;-2,00863608720206;0,961047769501656;17,9993033025431;44,8240388512591;645,529102454663;1969,57221439757;5
"228";"Lucian";"Blue";"bottom";2,3752323284448;-1,07900865782805;1,67160831107283;17,5167579201471;16,9311140615404;495,949307062788;2025,76905637432;14
"229";"Lucian";"Blue";"mid";-0,631592314221386;0,0942193233737445;0,772424063148079;6,80327152760695;14,1626107581173;189,631429805313;544,520708719664;4
"230";"Lucian";"Red";"bottom";0,29667688061774;-0,19471897015527;0,17342540373757;2,01271628202578;-3,88917637597669;-135,885212937766;-364,840603396901;15
"231";"Lucian";"Red";"mid";2,27661666163619;-1,80498868583868;0,657598677853864;26,8169013097055;29,7905607380166;295,915237848183;220,348989328366;1
"232";"Lulu";"Blue";"support";-0,0968073353407268;-1,35302368493413;1,95174445675031;-2,32298589847646;-0,848923892216025;114,401147414255;161,830231789675;52
"233";"Lulu";"Red";"support";0,140016579260901;-0,386896374202368;-0,180921785639534;0,707446370902429;1,97445980741442;113,968661645012;213,436353937336;56
"234";"Lux";"Blue";"bottom";2,57131565272239;-2,34684196764863;5,02862519900261;14,0025284697104;18,940430740871;996,966934005179;2334,92565622178;1
"235";"Lux";"Blue";"mid";0,976410275667571;1,02663237447258;-4,21387604138086;8,46930457773455;-21,0478226778111;486,796814735082;-209,793694077458;3
"236";"Lux";"Blue";"support";-0,685586567264245;-0,482329192459239;-0,180927716908196;-11,0962745708605;-0,930192206659385;-165,189769121965;723,197731330557;1
"237";"Lux";"Red";"mid";1,10160200173358;-4,0395045342375;0,975548101206008;20,0127084094269;61,6115346758418;556,013040208329;2656,39480150377;5
"238";"Lux";"Red";"support";-0,137208047412814;-0,476095486264916;-0,0299635521644506;11,7553943912441;22,4113253706795;86,1775759779156;-243,39047484497;1
"239";"Malphite";"Blue";"top";-0,784229030215165;0,00510707887878522;1,08278095065504;-10,3271468587689;-35,2571976295973;-307,199229569785;-1661,07519814822;20
"240";"Malphite";"Red";"top";0,664217817431592;0,393078549796819;0,658417186726567;-8,22230773141339;-4,80476298634275;-76,6063063103042;-73,0908868131013;3
"241";"Maokai";"Blue";"jungle";-1,2698309233929;0,488592215418765;3,40152485926051;4,9105884928437;-4,45900574207616;-268,08934498878;-456,256524918324;153
"242";"Maokai";"Blue";"support";0,602174703647487;0,405911061037736;-2,33974646619219;-1,4834783282683;1,08485745920163;123,211636334084;129,154804173974;22
"243";"Maokai";"Blue";"top";-1,06830095602862;0,135982069686513;-0,169905287225339;-7,48973511286267;-34,5940582229105;25,3700956261434;-1172,01106281418;22
"244";"Maokai";"Red";"jungle";-0,901193845124792;-0,607948886909192;2,74464342253834;-6,9555762428814;-38,7943630040597;-117,323174659618;-811,88483408167;182
"245";"Maokai";"Red";"support";0,100812001111595;0,226874706723851;-0,289894423849057;1,92004977661731;4,77684374095157;31,2452496942136;131,753662334389;25
"246";"Maokai";"Red";"top";-0,811174465295303;-0,0668017358666533;2,07725326131544;-13,8924568755095;-30,7858721096405;-405,174723437619;-1056,50389418246;24
"247";"MasterYi";"Blue";"jungle";5,44925954412057;0,766845939183198;-1,22552995560275;20,8285851405499;22,0866007438463;339,678149220432;4069,34135720396;1
"248";"Mel";"Blue";"bottom";0,27745577022735;-0,157504764000857;-0,091791707510135;0,812334974589877;-28,8697008791472;-160,688563956686;-703,273425298207;6
"249";"Mel";"Blue";"mid";-0,378781723685253;0,639745469562842;-0,415098360804726;4,15856566670136;0,49794986768367;-182,746186580618;-296,494970992544;22
"250";"Mel";"Red";"bottom";0,204335022591879;0,725164908492026;-1,44444903863207;1,59239241356442;-25,5828895397365;-108,807604416032;-799,356566341473;8
"251";"Mel";"Red";"mid";4,65491132783736;-3,96677050899929;-0,951904199619119;25,2257655266193;59,2886122917138;1028,68899813939;3083,61685868314;33
"252";"Mel";"Red";"support";1,7527563698937;0,778346123190488;-4,09655193245465;-3,0476686303033;6,55578419164485;-123,316916504735;203,582007234441;1
"253";"Mel";"Red";"top";3,08647900588043;-1,28812334254351;1,3730377748704;-8,08018010489795;38,2147392100327;1057,32082352951;2629,44727544448;1
"254";"Milio";"Blue";"support";-0,243549196293595;-0,126556084168866;-1,00165549242612;2,96003512115232;4,83775159531464;-84,3608795535819;-364,628909753503;10
"255";"Milio";"Red";"support";-0,684967078253368;-0,914056285304818;1,37332350028742;0,411671016539802;3,99065841518532;126,167052570304;-342,262223831991;8
"256";"MissFortune";"Blue";"bottom";1,36811107464678;-0,742727943188311;0,934716157965135;14,1978952150478;13,1098128043943;400,433767354836;1333,81620574169;255
"257";"MissFortune";"Blue";"mid";-1,12050741752457;-1,32948003214402;-2,11140456425974;8,0676989820966;25,0265706850493;177,69126004991;-300,943893910772;1
"258";"MissFortune";"Blue";"top";-0,480851299016268;0,0835622474344467;-1,51299005910374;-8,96627263897149;18,346133349229;-498,594467999724;-48,207256667173;1
"259";"MissFortune";"Red";"bottom";-0,650464831647833;0,255987155435701;0,275573912849748;2,86363541022034;-7,34736829417413;-64,7137708157282;-566,652124211469;226
"260";"MonkeyKing";"Blue";"jungle";-0,703072132332788;0,484042038093269;1,80373344703148;6,35800118131061;15,1667580639224;-197,190286920364;265,765889324171;154
"261";"MonkeyKing";"Blue";"support";1,23802004852434;0,702970192988781;-0,259930871684583;5,16465538537278;17,365518370271;652,067673716275;1196,14413717933;1
"262";"MonkeyKing";"Blue";"top";-0,685977857587439;1,30232122013879;0,572220572413247;-6,13122699873674;-1,82369552432644;-277,279590836458;-540,942029379763;7
"263";"MonkeyKing";"Red";"jungle";0,747496918867173;-0,786271375928428;0,811467723533023;-4,28191712235405;-14,5820547568597;144,037324776854;227,425074259018;166
"264";"MonkeyKing";"Red";"top";0,18427508619502;-0,561125900980277;0,55581193085371;-5,1784405934898;4,83944067325304;-72,8709576233126;673,978934735011;8
"265";"Mordekaiser";"Blue";"top";1,27160733235525;1,5414615534156;-1,20463639910314;-6,9924624924451;0,0228639392829875;71,361396175728;723,570964531959;6
"266";"Mordekaiser";"Red";"jungle";-2,57551622068965;3,74698474402893;-5,36616897958391;14,215727283367;-9,52364934263448;171,997791074651;-1918,02123173093;1
"267";"Mordekaiser";"Red";"top";-0,0606746537493439;0,0537414726899898;-0,694875938113152;11,2664699821298;0,921706523769257;495,220776375297;-229,197927610209;8
"268";"Morgana";"Blue";"jungle";-2,54404731788415;2,73491890341683;4,65647715406234;10,9157998349148;4,06927031577533;134,637894010736;459,930256534544;2
"269";"Morgana";"Blue";"support";1,05536081163054;1,08930741135198;-3,30314174124818;-3,84952768113087;-10,3365988439265;385,219800670864;237,461191115866;1
"270";"Morgana";"Red";"jungle";-1,62817519273933;-3,43039766568368;0,519776374802363;6,85925702001396;14,6339167244204;525,908053792114;-181,792085640525;2
"271";"Naafiri";"Blue";"jungle";0,0235495215802152;0,0117202303645283;1,53075892523813;14,8666532302165;39,0889543883959;74,7425953620732;1062,95149590066;109
"272";"Naafiri";"Blue";"mid";2,8625589788358;-2,18589693795005;-0,0519255766099958;-3,70097830428934;13,963647636336;171,840447136027;1928,62471387333;1
"273";"Naafiri";"Blue";"top";11,3906114330333;-4,97769510426568;5,66120313791762;8,21221341229862;61,1531296015212;-38,4172632563365;6459,80832390213;1
"274";"Naafiri";"Red";"jungle";1,83203612292672;-1,44984108246271;0,696891605176226;3,47060357337712;6,05352364246038;347,709573344356;1125,57508012316;132
"275";"Naafiri";"Red";"mid";4,47521269285795;-3,82191415203885;-1,74635337305565;30,6207092915402;39,6364431680477;1047,3860740375;2017,26696412993;4
"276";"Naafiri";"Red";"top";-0,195730400982865;-2,19761721856356;1,60067154334847;27,8546482214072;59,0884965062828;354,114880109651;2209,57302628982;1
"277";"Nami";"Blue";"support";0,805946042399139;-3,21221558144125;6,11847424690011;-2,23682609848129;-1,51646932166441;190,911099412787;712,814541422559;6
"278";"Nami";"Red";"support";-0,82279461467715;0,0415753212759046;-1,21089126907262;2,65911982038411;1,48113316401994;-126,012193144086;-375,192743514524;8
"279";"Nasus";"Blue";"top";0,324806381558615;0,155561553495546;-0,23803003761223;-14,9549590933411;-19,7188255338197;-386,228340212154;-666,698782970385;1
"280";"Nasus";"Red";"mid";0,367401232425634;-1,46530161632138;-7,28676755693847;5,58217674609402;32,9981538188286;146,977209052107;607,681341043255;1
"281";"Nautilus";"Blue";"jungle";-2,76437693431733;2,46234018419027;0,0679474024730143;-10,4803251446558;-55,6077895310262;-982,782240688919;-2522,69714229294;1
"282";"Nautilus";"Blue";"support";0,10694920718701;-0,244069392355552;0,0128806909739896;1,37662626483808;3,44238553232043;74,0053650421172;135,256482395975;258
"283";"Nautilus";"Blue";"top";-1,49167135828269;2,52599373606956;3,93678118782526;-18,0752168209232;-53,7664849494129;-1309,66868946951;-1752,58835047171;2
"284";"Nautilus";"Red";"support";-0,0372287643800757;0,491325997142011;-1,7800634015729;2,12676208752751;3,22589834081793;5,24432158625195;-99,133698935118;308
"285";"Nautilus";"Red";"top";-1,08616773015015;0,584646052833407;-0,547587841697826;-2,9902149778934;-6,58950260645778;-221,719548693439;-1065,42366630953;2
"286";"Neeko";"Blue";"jungle";0,809761034981378;1,69661122469803;1,60620838183502;8,49491847051789;-12,7232967169098;-213,393494414787;-726,190903617626;1
"287";"Neeko";"Blue";"mid";0,0438137322679198;1,31167244671238;-2,17589889902437;-2,96382609217875;-3,70158871829876;-189,56398861511;-172,235353955282;5
"288";"Neeko";"Blue";"support";0,468648360289379;-0,349564102186213;0,0609229424382399;-0,550432617115107;6,91679524733497;231,860579765536;541,457274445917;81
"289";"Neeko";"Blue";"top";-1,14480782863013;1,16219838065399;-4,58462908554307;8,08218563170552;-45,077143661968;716,605127405608;-2013,95873856618;1
"290";"Neeko";"Red";"support";0,527583768634222;-0,058819724298576;-1,01720261598443;-0,63668749051084;4,72321054355152;100,719892762367;413,566822884555;81
"291";"Nidalee";"Blue";"jungle";0,133169611116514;-0,903903999760965;3,25741323923308;22,1461239050847;41,3458541280553;314,865036430657;1239,42511268071;56
"292";"Nidalee";"Blue";"top";1,15209506676883;-0,0587251330879125;-0,999475840820953;16,3214889990504;19,7915820587055;864,811094901251;2100,70461711447;11
"293";"Nidalee";"Red";"jungle";0,676514068988546;-1,21679593091783;1,62957998349982;5,73387360519926;7,36665688627403;343,683606495309;1120,6453352128;43
"294";"Nidalee";"Red";"support";-2,23401538275348;2,17088082880098;-5,07821909541411;-21,5675915072321;-20,4375985215359;486,578723392173;-867,560243055283;1
"295";"Nidalee";"Red";"top";0,828733087761042;-0,121870343250926;1,23884905379359;12,4513012074127;24,3013730078813;406,220727744699;1907,78707878039;4
"296";"Nilah";"Blue";"bottom";1,05357577656006;-2,84468100854928;5,0319075442409;15,131182145771;47,0432721178545;-92,1247913492908;2883,70900452849;1
"297";"Nilah";"Red";"bottom";0,858498863729004;1,17586286153641;0,501983803775497;-4,4136715137645;-106,966298689829;-563,120950063225;-2232,63234302759;5
"298";"Nocturne";"Blue";"jungle";-1,10152071220538;0,773407357612545;1,85812358576336;15,5245878774158;25,4529476039768;-29,6233281834679;209,955099432816;93
"299";"Nocturne";"Red";"jungle";0,368637550491261;-0,670785151656732;0,632898859727437;2,99136037923302;-6,97560372671405;333,236579576124;201,276551707428;88
"300";"Nunu";"Blue";"jungle";-0,479485230744765;0,641622004663707;1,61271781891777;23,9887552056304;42,2070545498877;240,206218279319;508,705982476364;5
"301";"Nunu";"Red";"jungle";-1,0959237346806;-0,406411279607698;3,18743681896353;-5,28799724099468;-16,4045544092276;-241,570970186725;-11,818864842889;3
"302";"Olaf";"Blue";"jungle";-0,929732549299694;0,337199781281547;2,40218695129814;17,0149947695079;50,5353112724999;226,933383380779;1636,30783482582;2
"303";"Olaf";"Blue";"top";0,478971485618152;0,321706468158298;-0,847968346150799;1,9201686044255;9,82065053997755;-59,8592506016267;490,187537418775;21
"304";"Olaf";"Red";"jungle";1,63477049389819;1,65821891224816;2,74729761211765;2,94078177224304;-0,715049731695665;-4,78268890485204;1200,42472823655;4
"305";"Olaf";"Red";"top";-1,20529083248481;1,01606979482791;0,589634092840698;10,0044110312016;1,15569275577582;477,007837822406;-179,57881156093;13
"306";"Orianna";"Blue";"mid";-0,414460904837422;0,297855564652487;0,742938539903716;5,70817911592915;6,11830185693959;95,170602280586;-26,1113426564629;135
"307";"Orianna";"Red";"bottom";-1,91238504617622;2,52744998355796;0,539871454239587;-39,0708236230889;-88,6411888250742;-661,121991542463;-4769,2846809764;1
"308";"Orianna";"Red";"mid";2,58423587024841;-3,70467974107556;1,70078065964285;29,0715100136112;60,0819099403796;836,437102653513;2834,54303513697;135
"309";"Ornn";"Blue";"mid";-0,642342089486359;-0,165490215264522;-10,7347747154161;-5,55327879868561;-5,67739416976236;-321,206824216817;-1875,92774111471;1
"310";"Ornn";"Blue";"top";-0,834494582371622;-0,05122651687834;1,83935797012805;-7,6286922002341;-26,519897738402;-287,247610477284;-1128,82698597125;76
"311";"Ornn";"Red";"bottom";-1,94085001387713;0,000231664694299323;0,873350481602888;-0,442238636086387;-33,5915938061062;-247,211234145465;-2505,34592539361;1
"312";"Ornn";"Red";"support";0,592084853398049;3,30546022628993;-3,52085064111618;85,0420603707803;171,4844937253;852,525772668157;2555,27885144594;2
"313";"Ornn";"Red";"top";-1,09690574503257;-0,724311510220395;1,83089449965884;-10,6441562130565;-26,2905164511496;-309,364284166897;-1217,5142159865;78
"314";"Pantheon";"Blue";"jungle";0,362346508425154;0,291796940254548;2,13702607215194;11,4262018173418;20,6485180134205;69,3030999512737;798,214548013313;153
"315";"Pantheon";"Blue";"mid";0,591527261096276;3,31731401838933;-3,28588916335242;-16,8220294081734;-30,2154786036971;-155,901028876908;-117,457193958273;3
"316";"Pantheon";"Blue";"support";1,08058110804498;0,793667481239673;-4,30683846699448;-1,51663033821736;0,910459131038488;246,091727333039;45,5639114009162;25
"317";"Pantheon";"Blue";"top";0,782460792762077;1,2365387730391;-1,23781117982306;7,12478332421809;18,3179929897017;503,854748786828;-1,73232587729001;4
"318";"Pantheon";"Red";"jungle";1,34240931224067;-0,323990427254023;0,14723263055641;-3,41637428373444;-17,2436734422525;322,798486395008;325,467042366394;124
"319";"Pantheon";"Red";"mid";5,14008072880454;-3,56279776841806;0,333485417689141;10,4955470599516;18,656705076968;1116,08607547747;3214,37098545784;3
"320";"Pantheon";"Red";"support";1,74726433619348;1,23006761305538;-3,27996899033123;1,27991113501911;6,54142836889267;333,977369775335;715,866066704619;24
"321";"Pantheon";"Red";"top";2,79835639705152;-0,195420932777051;3,00832859602976;0,286175907425557;-0,382915913958763;231,305301610341;1586,97285295185;6
"322";"Poppy";"Blue";"jungle";-0,481942459296489;0,177500936914975;2,71015948737432;7,05310081502867;6,13784721539561;-145,63731973701;202,574747453256;39
"323";"Poppy";"Blue";"support";0,604778976378147;-0,772144179745313;0,348515900799952;0,604073497601354;3,25066865237001;175,110651611346;473,384203676499;98
"324";"Poppy";"Blue";"top";-0,0679841775453605;-0,302282803312829;0,471170062560631;-4,33942574784334;-21,7342607578371;-107,417018254505;-348,894814839439;31
"325";"Poppy";"Red";"jungle";-0,202856279170886;-0,704200976772349;1,25655164593057;-5,15434322276805;-27,8376557716548;-35,8590434082118;-318,905169765245;44
"326";"Poppy";"Red";"support";0,299993074656846;0,337947041898883;-1,83040157452311;1,20327395460953;2,84194824859809;39,7545922575894;113,797411671689;99
"327";"Poppy";"Red";"top";-0,319285230893184;-0,954159187103232;2,15905433371725;-6,16061610949056;-15,5886910238359;-145,973794014479;-386,685132166503;33
"328";"Pyke";"Blue";"support";2,0681410020221;-0,677020743592854;-0,202028000914027;-1,42431812100615;9,26971148835791;426,978920897824;1200,41326307865;24
"329";"Pyke";"Red";"support";1,77723164880257;-0,254862269278718;-1,77985306138244;0,575840361335523;11,61690207788;518,634236040326;1047,03823551139;23
"330";"Quinn";"Blue";"top";-1,19515039793503;0,95279409515731;-0,437006236586361;-3,06016312161775;52,1371891175767;-123,861221834964;1805,32834452342;2
"331";"Rakan";"Blue";"support";-0,110035582693551;-0,745558390544592;0,933411619709711;1,19693697845228;4,14445882096506;101,505507517341;175,972482079413;281
"332";"Rakan";"Red";"support";-0,295855497523706;-0,449705767148004;0,652533353508967;1,78395654321421;4,83995328790118;76,6059915832933;174,532579276164;277
"333";"RekSai";"Blue";"jungle";-3,07341656829572;2,45223284190383;-0,922516355710515;-10,4304056762645;-56,0776920841733;-684,085616968748;-1971,81223102035;2
"334";"RekSai";"Red";"jungle";1,5441763415369;-0,956669126390054;-1,62074174574505;3,7567667609244;14,525729444157;548,094410205331;1487,3233627973;2
"335";"Rell";"Blue";"support";0,351636594434618;-0,192819182534705;1,00534513112243;1,19670569423409;2,70395117692029;78,6910283383635;247,082170185859;386
"336";"Rell";"Red";"support";0,0257892189149884;0,0823244564404645;0,232436255785016;1,61420610803441;2,76233772627594;17,1509858070222;148,766991485481;429
"337";"Renata";"Blue";"support";-0,221350341164097;-0,0905981703996046;-0,355618551944364;-0,0100557051976197;3,59538411433933;57,8309256483881;74,5799200705376;100
"338";"Renata";"Red";"support";-0,0217496377410709;0,051148784827394;-0,704269475836728;-0,610014230923307;2,64938132378199;116,872579974182;247,736835777772;101
"339";"Renekton";"Blue";"mid";-1,25706584212302;0,390611987585593;-1,86736244567387;-5,49717765307723;-2,47446463709685;-169,884155580855;-627,703106264573;7
"340";"Renekton";"Blue";"top";-0,301344408387936;0,15775383389157;-0,335495021192519;8,03827459378761;9,5215088457984;273,345561100023;205,708204960496;141
"341";"Renekton";"Red";"top";0,555112897642414;-0,385380347274088;0,409750961146057;4,59264917355636;15,0542149038487;267,814964379067;793,208619165295;140
"342";"Rengar";"Blue";"jungle";-6,49454553870139;4,39950391944264;-1,04379716033763;15,4666114774568;-14,7890302536867;-1971,2224864532;-3817,53575650394;1
"343";"Rengar";"Red";"top";4,12486931252678;-5,87854055211919;1,51256511024143;27,1999680032227;39,5775072070825;1954,26398978914;2663,30158061266;1
"344";"Riven";"Blue";"top";1,60934834636099;2,02358081522646;1,27196993337017;-19,1639537705449;-35,9326235128137;-219,303650424159;209,42715450675;1
"345";"Riven";"Red";"top";5,90805147261353;-3,9057195033013;3,50753960379645;29,775442825028;41,9283474576809;1882,40878720911;3270,74942085142;1
"346";"Rumble";"Blue";"bottom";1,57131565272234;1,65315803235142;1,02862519900263;-12,9974715302901;-49,0595692591301;-0,0330659948469535;78,9256562216755;1
"347";"Rumble";"Blue";"jungle";-1,85537163211859;-0,132263994329017;0,936262261479518;19,2469123672046;32,4870627563737;365,568926051091;119,803463674491;7
"348";"Rumble";"Blue";"mid";-6,22657795973509;4,53918952581149;0,564444624941068;-2,62478881229944;-99,7593041101484;701,356073129597;-4240,470776252;1
"349";"Rumble";"Blue";"top";-0,256449991995601;0,501965739707182;-0,24100821943198;1,3950070637706;-2,97273784464625;-55,823440426286;-236,650874411757;230
"350";"Rumble";"Red";"bottom";1,87770622725667;-2,88428228092204;0,293743388651313;-13,0377700009114;-57,3146199103117;-563,056246757803;-524,074749990061;1
"351";"Rumble";"Red";"top";0,489307846167736;-0,252123689512899;1,5105177856162;2,42547666791635;3,18225976850692;71,0038874232431;348,701512292738;296
"352";"Ryze";"Blue";"mid";-0,949961298098699;0,734200839972549;-0,777956697205019;1,19211249740749;9,0312566278728;-44,7286890221832;-4,12178692341285;92
"353";"Ryze";"Blue";"top";0,43431326824132;0,378386178021996;-0,139909824907483;10,4301745434097;31,7825777672373;166,066204284259;1265,88377700599;9
"354";"Ryze";"Red";"mid";3,10607054221031;-3,86866955795518;0,324150810799199;24,6924877943943;73,785874795192;813,335186920267;3470,52688234098;104
"355";"Ryze";"Red";"top";-3,49684731808413;0,891083024315564;-0,216464300585281;13,6240545728911;53,1745300188682;-66,7099298143178;175,826097824861;2
"356";"Sejuani";"Blue";"jungle";-1,5879437157467;0,317914118333858;3,48298778290574;6,61793105179155;0,655580463695445;-268,902835280961;-402,972959602775;287
"357";"Sejuani";"Blue";"support";1,664791816047;1,41727576196634;-8,98723906381998;-3,39208188175504;5,31188517287159;-381,457683215548;-983,042702270462;1
"358";"Sejuani";"Blue";"top";-0,910000723535789;-0,341120032925169;5,08867043842239;-12,9363867308182;-25,3979845978933;-312,31160640329;-1138,32876076824;2
"359";"Sejuani";"Red";"jungle";-0,236212225751328;-1,19593513544883;2,54363247842067;-6,03644849027454;-30,3487986575126;12,3302918527976;-409,076841301945;262
"360";"Sejuani";"Red";"top";-0,836372866801685;0,767085856900823;3,39295068574437;-2,87898309911922;-33,5444376681342;-282,203466324304;-1171,6723570633;3
"361";"Senna";"Blue";"bottom";-8,07354083944302;0,444291614450592;3,1769266569366;-67,6122992158982;-156,861190109375;-2979,67328006453;-5041,7593170868;1
"362";"Senna";"Blue";"support";-0,434201386994298;-0,728803063090884;2,53226266943186;-1,57371525865285;2,92323393518728;304,683926906754;747,027250243651;6
"363";"Senna";"Red";"bottom";-4,5988258377354;-1,60240381329681;2,56269498884848;-99,2141884461761;-237,487116099967;-1857,5260639781;-5621,30128810154;2
