"";"Parameter";"Parameter_type";"Role";"Side";"Kills above expected per game";"Deaths above expected per game";"Assists above expected per game";"CSAt15Min above expected per game";"CSAtEnd above expected per game";"GoldAt15Min above expected per game";"GoldAtEnd above expected per game";"Games_played";"Kills";"Deaths";"Assists";"CS_at_15_min";"CS_at_end";"Gold_at_15_min";"Gold_at_end"
"331";"Xerath";"Champion";"mid";"Blue";-1,5211282251139;1,93729686299715;-2,86741424523631;3,33332105146452;-9,60467978080539;-612,614176370212;-1893,16465402339;2;2,5;1,5;2,5;136;237,5;5148,5;10329,5
"332";"XinZhao";"Champion";"jungle";"Blue";1,23103476702732;-2,00172741554665;-4,09185861159171;-9,879212954618;-1,03942651678071;214,500715792381;-455,26710115115;35;2,45714285714286;2,25714285714286;5,02857142857143;100,971428571429;194,371428571429;4787,91428571429;10248,3428571429
"333";"XinZhao";"Champion";"jungle";"Red";0,371247286065946;2,96102931655519;-6,78640659878157;-28,4282739925899;-38,5461563356343;-905,887241977338;-276,564185239441;26;1,84615384615385;2,53846153846154;6,30769230769231;102,923076923077;196,307692307692;4832;10324,1153846154
"334";"Yasuo";"Champion";"mid";"Blue";1,89653701919314;1,95941285689553;-3,42197507258673;-0,467096839197832;-10,8800823072952;861,504155660452;-1710,88241073404;1;4;4;7;140;262;6208;12315
"335";"Yasuo";"Champion";"mid";"Red";-3,48311605922399;4,31361786046608;-4,89233355645386;-1,69977080838173;-21,535300649364;-97,6363802379944;-4171,41739173736;1;5;3;5;133;348;4948;15836
"336";"Yone";"Champion";"mid";"Blue";-1,58506747685093;1,86692331721575;-3,06933143514749;3,11054086441664;2,92154147905241;-122,976111583924;-879,748485630858;14;1,92857142857143;1,85714285714286;2,42857142857143;135;285,5;5112,14285714286;12074,2857142857
"337";"Yone";"Champion";"mid";"Red";-1,34582164784807;0,678222551783349;-2,39809464726928;0,783938805174795;20,0571433751612;-68,5089781838648;339,769368722673;16;2,5625;1,3125;3,9375;126,875;272;5044,75;11851,4375
"338";"Yorick";"Champion";"top";"Blue";-3,65969900771702;0,542528938278489;0,98863991824723;0,0453487885084516;-1,36784174249024;-276,467415455608;-422,355423912322;2;2;2,5;2,5;109;252,5;5125,5;11727
"339";"Yorick";"Champion";"top";"Red";-0,561295901134165;0,675325081727024;0,975113459554939;-4,17779833934459;14,0863785217414;-593,29064224617;-218,746754214235;4;0,75;1,5;1,5;130;262,5;4737,5;10537,25
"340";"Zed";"Champion";"jungle";"Blue";1,54016958833152;-3,67225470275163;-2,20764231902376;-8,56322988629974;33,5103433516933;405,139683995475;647,4473607392;1;3;0;5;115;237;4746;11615
"341";"Zeri";"Champion";"bottom";"Blue";3,67353586151564;-2,79262219900193;6,89901149677324;-13,5329627886959;17,8197375688547;-499,286079376611;2069,06884606355;7;4,14285714285714;0,857142857142857;3,57142857142857;135,857142857143;317,571428571429;5121,28571428571;13599,7142857143
"342";"Zeri";"Champion";"bottom";"Red";1,92113729551002;-0,915416799762234;-2,3321498652336;-1,15930476801151;16,5952068970355;-54,8180932976008;1320,78122286524;9;4;1,33333333333333;4,11111111111111;129,666666666667;292,777777777778;5392,66666666667;13236,5555555556
"343";"Zeri";"Champion";"mid";"Red";-1,53266629225848;4,31415223865318;-5,56907187691052;0,617964029086255;-23,9448983247303;343,110409660133;-1609,14536861705;1;2;3;1;130;211;5366;8822
"344";"Ziggs";"Champion";"bottom";"Blue";-0,07150859174175;0,378959403699293;1,30440425383949;-19,6462400475975;-41,0593869669991;-485,189208831088;-1816,38570026016;4;1,25;3;3;141,75;295,25;5257,5;11849
"345";"Ziggs";"Champion";"bottom";"Red";-1,39365360592279;-0,624714476481631;-1,31376872864917;-6,2119993198702;-32,5651007246406;-239,120713119931;-1340,81262995026;4;1,25;1,5;6,25;124,5;249,5;4822,75;10835,75
"346";"Zilean";"Champion";"mid";"Blue";-7,23406106569147;0,320154209098511;-1,2793574718;-4,9425287973934;-32,2384435615838;-1197,70083431981;-2729,08088700973;2;0,5;1;6;133,5;201;4898,5;9053,5
"347";"Zoe";"Champion";"mid";"Red";-0,289857964790285;-0,704687101184363;0,819583919594401;16,7962620879568;26,280629702722;761,156693405752;216,840140106186;1;4;1;10;132;199;5158;10194
"348";"Zyra";"Champion";"jungle";"Blue";2,98552781104057;-2,52128750298218;-1,61453560759461;0,240463896143241;22,5876115312239;561,653978411157;858,363138305054;7;1,85714285714286;3;4,57142857142857;109,571428571429;188,714285714286;4998,42857142857;9178,28571428571
"349";"Zyra";"Champion";"jungle";"Red";-1,32018287126946;4,09641128141932;-8,62256121942119;-31,2444740918207;-53,3575886426602;-676,272560373124;-1260,7161562702;2;1;4;5;102;186,5;4771,5;9549,5
