"";"ChampionID";"Role";"OpposingChampionID";"games_played"
"1928";"Pantheon";"jungle";"JarvanIV";4
"1929";"Pantheon";"jungle";"Kindred";3
"1930";"Pantheon";"jungle";"LeeSin";5
"1931";"Pantheon";"jungle";"Lillia";6
"1932";"Pantheon";"jungle";"Maokai";24
"1933";"Pantheon";"jungle";"MonkeyKing";16
"1934";"Pantheon";"jungle";"Naafiri";19
"1935";"Pantheon";"jungle";"Nidalee";2
"1936";"Pantheon";"jungle";"Nocturne";20
"1937";"Pantheon";"jungle";"Poppy";5
"1938";"Pantheon";"jungle";"Sejuani";24
"1939";"Pantheon";"jungle";"Skarner";7
"1940";"Pantheon";"jungle";"Trundle";2
"1941";"Pantheon";"jungle";"Vi";46
"1942";"Pantheon";"jungle";"Viego";13
"1943";"Pantheon";"jungle";"Volibear";2
"1944";"Pantheon";"jungle";"XinZhao";58
"1945";"Pantheon";"jungle";"Zac";3
"1946";"Pantheon";"jungle";"Zed";1
"1947";"Pantheon";"jungle";"Zyra";5
"1948";"Pantheon";"mid";"Azir";1
"1949";"Pantheon";"mid";"Galio";1
"1950";"Pantheon";"mid";"Sylas";1
"1951";"Pantheon";"mid";"Yone";3
"1952";"Pantheon";"support";"Alistar";5
"1953";"Pantheon";"support";"Bard";1
"1954";"Pantheon";"support";"Blitzcrank";2
"1955";"Pantheon";"support";"Braum";5
"1956";"Pantheon";"support";"Elise";4
"1957";"Pantheon";"support";"FiddleSticks";1
"1958";"Pantheon";"support";"Leblanc";1
"1959";"Pantheon";"support";"Leona";7
"1960";"Pantheon";"support";"Maokai";1
"1961";"Pantheon";"support";"Nautilus";5
"1962";"Pantheon";"support";"Neeko";2
"1963";"Pantheon";"support";"Poppy";1
"1964";"Pantheon";"support";"Rakan";8
"1965";"Pantheon";"support";"Rell";5
"1966";"Pantheon";"support";"Renata";1
"1967";"Pantheon";"top";"Aatrox";1
"1968";"Pantheon";"top";"Ambessa";1
"1969";"Pantheon";"top";"Chogath";2
"1970";"Pantheon";"top";"Jax";1
"1971";"Pantheon";"top";"KSante";1
"1972";"Pantheon";"top";"Maokai";1
"1973";"Pantheon";"top";"Olaf";1
"1974";"Pantheon";"top";"Ornn";1
"1975";"Pantheon";"top";"Yone";1
"1976";"Poppy";"jungle";"Gwen";1
"1977";"Poppy";"jungle";"Ivern";1
"1978";"Poppy";"jungle";"JarvanIV";4
"1979";"Poppy";"jungle";"LeeSin";2
"1980";"Poppy";"jungle";"Lillia";1
"1981";"Poppy";"jungle";"Maokai";1
"1982";"Poppy";"jungle";"MonkeyKing";2
"1983";"Poppy";"jungle";"Naafiri";12
"1984";"Poppy";"jungle";"Nidalee";1
"1985";"Poppy";"jungle";"Nocturne";3
"1986";"Poppy";"jungle";"Pantheon";5
"1987";"Poppy";"jungle";"Sejuani";10
"1988";"Poppy";"jungle";"Skarner";5
"1989";"Poppy";"jungle";"Vi";21
"1990";"Poppy";"jungle";"Viego";3
"1991";"Poppy";"jungle";"XinZhao";11
"1992";"Poppy";"support";"Alistar";23
"1993";"Poppy";"support";"Bard";4
"1994";"Poppy";"support";"Braum";11
"1995";"Poppy";"support";"Elise";9
"1996";"Poppy";"support";"Galio";1
"1997";"Poppy";"support";"Leona";33
"1998";"Poppy";"support";"Lulu";2
"1999";"Poppy";"support";"Maokai";3
"2000";"Poppy";"support";"Nautilus";28
"2001";"Poppy";"support";"Neeko";2
"2002";"Poppy";"support";"Pantheon";1
"2003";"Poppy";"support";"Pyke";1
"2004";"Poppy";"support";"Rakan";29
"2005";"Poppy";"support";"Rell";37
"2006";"Poppy";"support";"Renata";12
"2007";"Poppy";"support";"Seraphine";1
"2008";"Poppy";"top";"Aatrox";1
"2009";"Poppy";"top";"Ambessa";17
"2010";"Poppy";"top";"Camille";2
"2011";"Poppy";"top";"Fiora";1
"2012";"Poppy";"top";"Galio";3
"2013";"Poppy";"top";"Garen";1
"2014";"Poppy";"top";"Gnar";3
"2015";"Poppy";"top";"Gragas";1
"2016";"Poppy";"top";"Jax";6
"2017";"Poppy";"top";"Jayce";3
"2018";"Poppy";"top";"KSante";17
"2019";"Poppy";"top";"Olaf";3
"2020";"Poppy";"top";"Ornn";2
"2021";"Poppy";"top";"Renekton";2
"2022";"Poppy";"top";"Rumble";1
"2023";"Poppy";"top";"Sion";1
"2024";"Pyke";"support";"Alistar";6
"2025";"Pyke";"support";"Blitzcrank";2
"2026";"Pyke";"support";"Braum";1
"2027";"Pyke";"support";"Camille";1
"2028";"Pyke";"support";"FiddleSticks";1
"2029";"Pyke";"support";"Karma";3
"2030";"Pyke";"support";"Leona";2
"2031";"Pyke";"support";"Lulu";1
"2032";"Pyke";"support";"Nautilus";2
"2033";"Pyke";"support";"Neeko";2
"2034";"Pyke";"support";"Poppy";1
"2035";"Pyke";"support";"Rakan";11
"2036";"Pyke";"support";"Rell";7
"2037";"Pyke";"support";"Renata";5
"2038";"Pyke";"support";"Thresh";2
"2039";"Quinn";"top";"Jax";1
"2040";"Quinn";"top";"Renekton";1
"2041";"Rakan";"support";"Alistar";84
"2042";"Rakan";"support";"Amumu";3
"2043";"Rakan";"support";"Bard";14
"2044";"Rakan";"support";"Blitzcrank";4
"2045";"Rakan";"support";"Braum";30
"2046";"Rakan";"support";"Elise";9
"2047";"Rakan";"support";"FiddleSticks";5
"2048";"Rakan";"support";"Galio";3
"2049";"Rakan";"support";"Janna";2
"2050";"Rakan";"support";"Karma";4
"2051";"Rakan";"support";"Leblanc";1
"2052";"Rakan";"support";"Leona";86
"2053";"Rakan";"support";"Lulu";14
"2054";"Rakan";"support";"Maokai";4
"2055";"Rakan";"support";"Mel";1
"2056";"Rakan";"support";"Milio";4
"2057";"Rakan";"support";"Nami";4
"2058";"Rakan";"support";"Nautilus";66
"2059";"Rakan";"support";"Neeko";17
"2060";"Rakan";"support";"Pantheon";8
"2061";"Rakan";"support";"Poppy";29
"2062";"Rakan";"support";"Pyke";11
"2063";"Rakan";"support";"Rell";113
"2064";"Rakan";"support";"Renata";24
"2065";"Rakan";"support";"Senna";4
"2066";"Rakan";"support";"Seraphine";4
"2067";"Rakan";"support";"Sona";1
"2068";"Rakan";"support";"Soraka";1
"2069";"Rakan";"support";"TahmKench";1
"2070";"Rakan";"support";"Taric";1
"2071";"Rakan";"support";"Thresh";4
"2072";"Rakan";"support";"Zilean";1
"2073";"Rakan";"support";"Zyra";1
"2074";"RekSai";"jungle";"MonkeyKing";2
"2075";"RekSai";"jungle";"Naafiri";1
"2076";"RekSai";"jungle";"Viego";1
"2077";"Rell";"support";"Alistar";163
"2078";"Rell";"support";"Amumu";2
"2079";"Rell";"support";"Bard";9
"2080";"Rell";"support";"Blitzcrank";3
"2081";"Rell";"support";"Braum";84
"2082";"Rell";"support";"Elise";7
"2083";"Rell";"support";"FiddleSticks";1
"2084";"Rell";"support";"Galio";2
"2085";"Rell";"support";"Hwei";1
"2086";"Rell";"support";"Janna";4
"2087";"Rell";"support";"Karma";8
"2088";"Rell";"support";"Leona";145
"2089";"Rell";"support";"Lulu";16
"2090";"Rell";"support";"Maokai";5
"2091";"Rell";"support";"Milio";1
"2092";"Rell";"support";"Nautilus";139
"2093";"Rell";"support";"Neeko";19
"2094";"Rell";"support";"Ornn";1
"2095";"Rell";"support";"Pantheon";5
"2096";"Rell";"support";"Poppy";37
"2097";"Rell";"support";"Pyke";7
"2098";"Rell";"support";"Rakan";113
"2099";"Rell";"support";"Renata";30
"2100";"Rell";"support";"Senna";4
"2101";"Rell";"support";"Sett";1
"2102";"Rell";"support";"Shen";2
"2103";"Rell";"support";"Thresh";5
"2104";"Rell";"support";"Zac";1
"2105";"Renata";"support";"Alistar";11
"2106";"Renata";"support";"Ashe";2
"2107";"Renata";"support";"Bard";9
"2108";"Renata";"support";"Blitzcrank";2
"2109";"Renata";"support";"Braum";8
"2110";"Renata";"support";"Chogath";1
"2111";"Renata";"support";"Elise";3
"2112";"Renata";"support";"FiddleSticks";1
"2113";"Renata";"support";"Gragas";1
"2114";"Renata";"support";"Janna";1
"2115";"Renata";"support";"Karma";13
"2116";"Renata";"support";"Kennen";1
"2117";"Renata";"support";"Leona";18
"2118";"Renata";"support";"Lulu";7
"2119";"Renata";"support";"Maokai";1
"2120";"Renata";"support";"Milio";1
"2121";"Renata";"support";"Nautilus";18
"2122";"Renata";"support";"Neeko";21
"2123";"Renata";"support";"Pantheon";1
"2124";"Renata";"support";"Poppy";12
"2125";"Renata";"support";"Pyke";5
"2126";"Renata";"support";"Rakan";24
"2127";"Renata";"support";"Rell";30
"2128";"Renata";"support";"Seraphine";5
"2129";"Renata";"support";"Soraka";2
"2130";"Renata";"support";"Thresh";1
"2131";"Renata";"support";"Zilean";1
"2132";"Renata";"support";"Zyra";1
"2133";"Renekton";"mid";"Ambessa";2
"2134";"Renekton";"mid";"Smolder";1
"2135";"Renekton";"mid";"Tryndamere";1
"2136";"Renekton";"mid";"Yone";3
"2137";"Renekton";"top";"Aatrox";25
"2138";"Renekton";"top";"Ambessa";80
"2139";"Renekton";"top";"Aurora";1
"2140";"Renekton";"top";"Camille";4
"2141";"Renekton";"top";"Chogath";3
"2142";"Renekton";"top";"Darius";3
"2143";"Renekton";"top";"DrMundo";2
"2144";"Renekton";"top";"Fiora";2
"2145";"Renekton";"top";"Gangplank";3
"2146";"Renekton";"top";"Garen";1
"2147";"Renekton";"top";"Gnar";26
"2148";"Renekton";"top";"Gragas";11
"2149";"Renekton";"top";"Gwen";2
"2150";"Renekton";"top";"Jax";17
"2151";"Renekton";"top";"Jayce";10
"2152";"Renekton";"top";"KSante";25
"2153";"Renekton";"top";"Kennen";2
"2154";"Renekton";"top";"Malphite";1
"2155";"Renekton";"top";"Maokai";4
"2156";"Renekton";"top";"Naafiri";1
"2157";"Renekton";"top";"Nidalee";1
"2158";"Renekton";"top";"Olaf";6
"2159";"Renekton";"top";"Ornn";18
"2160";"Renekton";"top";"Poppy";2
"2161";"Renekton";"top";"Quinn";1
"2162";"Renekton";"top";"Rumble";6
"2163";"Renekton";"top";"Sejuani";1
"2164";"Renekton";"top";"Sett";1
"2165";"Renekton";"top";"Shen";1
"2166";"Renekton";"top";"Sion";12
"2167";"Renekton";"top";"Udyr";2
"2168";"Renekton";"top";"Urgot";1
"2169";"Renekton";"top";"Warwick";1
"2170";"Renekton";"top";"Yone";1
"2171";"Renekton";"top";"Yorick";4
"2172";"Rengar";"jungle";"Nocturne";1
"2173";"Rengar";"top";"KSante";1
"2174";"Riven";"top";"Gwen";1
"2175";"Riven";"top";"Rumble";1
"2176";"Rumble";"bottom";"Ezreal";1
"2177";"Rumble";"bottom";"Kaisa";1
"2178";"Rumble";"jungle";"DrMundo";1
"2179";"Rumble";"jungle";"JarvanIV";1
"2180";"Rumble";"jungle";"Lillia";1
"2181";"Rumble";"jungle";"MonkeyKing";1
"2182";"Rumble";"jungle";"XinZhao";3
"2183";"Rumble";"mid";"Kayle";1
"2184";"Rumble";"top";"Aatrox";22
"2185";"Rumble";"top";"Akali";2
"2186";"Rumble";"top";"Ambessa";85
"2187";"Rumble";"top";"Anivia";2
"2188";"Rumble";"top";"Aurora";19
"2189";"Rumble";"top";"Camille";8
"2190";"Rumble";"top";"Chogath";1
"2191";"Rumble";"top";"Darius";1
"2192";"Rumble";"top";"DrMundo";1
"2193";"Rumble";"top";"Fiora";1
"2194";"Rumble";"top";"Galio";71
"2195";"Rumble";"top";"Gnar";11
"2196";"Rumble";"top";"Gragas";6
"2197";"Rumble";"top";"Gwen";61
"2198";"Rumble";"top";"Irelia";3
"2199";"Rumble";"top";"Jax";3
"2200";"Rumble";"top";"Jayce";68
"2201";"Rumble";"top";"KSante";65
"2202";"Rumble";"top";"Karma";6
"2203";"Rumble";"top";"Kennen";3
"2204";"Rumble";"top";"Kled";1
"2205";"Rumble";"top";"Maokai";4
"2206";"Rumble";"top";"MonkeyKing";1
"2207";"Rumble";"top";"Mordekaiser";1
"2208";"Rumble";"top";"Nasus";1
"2209";"Rumble";"top";"Nidalee";1
"2210";"Rumble";"top";"Olaf";1
"2211";"Rumble";"top";"Ornn";33
"2212";"Rumble";"top";"Poppy";1
"2213";"Rumble";"top";"Renekton";6
"2214";"Rumble";"top";"Riven";1
"2215";"Rumble";"top";"Ryze";6
"2216";"Rumble";"top";"Sejuani";1
"2217";"Rumble";"top";"Sett";1
"2218";"Rumble";"top";"Sion";15
"2219";"Rumble";"top";"Udyr";4
"2220";"Rumble";"top";"Varus";3
"2221";"Rumble";"top";"Volibear";1
"2222";"Rumble";"top";"Warwick";1
"2223";"Rumble";"top";"Yone";2
"2224";"Rumble";"top";"Yorick";2
"2225";"Ryze";"mid";"Ahri";38
"2226";"Ryze";"mid";"Akali";1
"2227";"Ryze";"mid";"Ambessa";3
"2228";"Ryze";"mid";"Anivia";2
"2229";"Ryze";"mid";"Annie";4
"2230";"Ryze";"mid";"AurelionSol";2
"2231";"Ryze";"mid";"Aurora";17
"2232";"Ryze";"mid";"Azir";15
"2233";"Ryze";"mid";"Cassiopeia";1
"2234";"Ryze";"mid";"Corki";10
"2235";"Ryze";"mid";"Diana";1
"2236";"Ryze";"mid";"Galio";6
"2237";"Ryze";"mid";"Hwei";8
"2238";"Ryze";"mid";"Jayce";4
"2239";"Ryze";"mid";"Karma";1
"2240";"Ryze";"mid";"Kassadin";1
"2241";"Ryze";"mid";"Lissandra";1
"2242";"Ryze";"mid";"Lucian";1
"2243";"Ryze";"mid";"Mel";1
"2244";"Ryze";"mid";"MissFortune";1
"2245";"Ryze";"mid";"Naafiri";1
"2246";"Ryze";"mid";"Neeko";1
"2247";"Ryze";"mid";"Orianna";5
"2248";"Ryze";"mid";"Sylas";6
"2249";"Ryze";"mid";"Syndra";2
"2250";"Ryze";"mid";"Taliyah";23
"2251";"Ryze";"mid";"Tristana";6
"2252";"Ryze";"mid";"Veigar";1
"2253";"Ryze";"mid";"Viktor";19
"2254";"Ryze";"mid";"Yasuo";1
"2255";"Ryze";"mid";"Yone";11
"2256";"Ryze";"mid";"Ziggs";1
"2257";"Ryze";"mid";"Zoe";1
"2258";"Ryze";"top";"Ambessa";1
"2259";"Ryze";"top";"Aurora";1
"2260";"Ryze";"top";"DrMundo";1
"2261";"Ryze";"top";"Gnar";1
"2262";"Ryze";"top";"Gwen";1
"2263";"Ryze";"top";"Rumble";6
"2264";"Sejuani";"jungle";"Ambessa";3
"2265";"Sejuani";"jungle";"Amumu";1
"2266";"Sejuani";"jungle";"Belveth";3
"2267";"Sejuani";"jungle";"Brand";4
"2268";"Sejuani";"jungle";"Darius";3
"2269";"Sejuani";"jungle";"Diana";3
"2270";"Sejuani";"jungle";"DrMundo";3
"2271";"Sejuani";"jungle";"Gwen";2
"2272";"Sejuani";"jungle";"Ivern";6
"2273";"Sejuani";"jungle";"JarvanIV";12
"2274";"Sejuani";"jungle";"Kindred";1
"2275";"Sejuani";"jungle";"LeeSin";5
"2276";"Sejuani";"jungle";"Lillia";45
"2277";"Sejuani";"jungle";"Maokai";70
"2278";"Sejuani";"jungle";"MonkeyKing";46
"2279";"Sejuani";"jungle";"Naafiri";20
"2280";"Sejuani";"jungle";"Nidalee";15
"2281";"Sejuani";"jungle";"Nocturne";14
"2282";"Sejuani";"jungle";"Nunu";1
"2283";"Sejuani";"jungle";"Pantheon";24
"2284";"Sejuani";"jungle";"Poppy";10
"2285";"Sejuani";"jungle";"Skarner";47
"2286";"Sejuani";"jungle";"Taliyah";1
"2287";"Sejuani";"jungle";"Trundle";2
"2288";"Sejuani";"jungle";"Vi";82
"2289";"Sejuani";"jungle";"Viego";26
"2290";"Sejuani";"jungle";"Volibear";2
"2291";"Sejuani";"jungle";"XinZhao";79
"2292";"Sejuani";"jungle";"Zac";2
"2293";"Sejuani";"jungle";"Zyra";17
"2294";"Sejuani";"support";"Neeko";1
"2295";"Sejuani";"top";"Jayce";2
"2296";"Sejuani";"top";"Renekton";1
"2297";"Sejuani";"top";"Rumble";1
"2298";"Sejuani";"top";"Sion";1
"2299";"Senna";"bottom";"Kalista";2
"2300";"Senna";"bottom";"MissFortune";1
"2301";"Senna";"support";"Blitzcrank";1
"2302";"Senna";"support";"Leona";3
"2303";"Senna";"support";"Lulu";2
"2304";"Senna";"support";"Nautilus";1
"2305";"Senna";"support";"Neeko";1
"2306";"Senna";"support";"Rakan";4
"2307";"Senna";"support";"Rell";4
"2308";"Senna";"support";"Zilean";1
"2309";"Seraphine";"bottom";"Ezreal";1
"2310";"Seraphine";"bottom";"Jinx";1
"2311";"Seraphine";"bottom";"Kalista";1
"2312";"Seraphine";"bottom";"MissFortune";1
"2313";"Seraphine";"bottom";"Sivir";1
"2314";"Seraphine";"bottom";"Varus";2
"2315";"Seraphine";"bottom";"Zeri";1
"2316";"Seraphine";"support";"Alistar";2
"2317";"Seraphine";"support";"Bard";2
"2318";"Seraphine";"support";"Blitzcrank";1
"2319";"Seraphine";"support";"Braum";4
"2320";"Seraphine";"support";"Karma";1
"2321";"Seraphine";"support";"Leona";1
"2322";"Seraphine";"support";"Lulu";2
"2323";"Seraphine";"support";"Maokai";1
"2324";"Seraphine";"support";"Neeko";1
"2325";"Seraphine";"support";"Poppy";1
"2326";"Seraphine";"support";"Rakan";4
"2327";"Seraphine";"support";"Renata";5
"2328";"Sett";"mid";"Corki";1
"2329";"Sett";"mid";"Yone";1
"2330";"Sett";"support";"Rell";1
"2331";"Sett";"top";"Aatrox";1
"2332";"Sett";"top";"Ambessa";3
"2333";"Sett";"top";"Camille";1
"2334";"Sett";"top";"DrMundo";1
"2335";"Sett";"top";"Gnar";1
"2336";"Sett";"top";"Jax";1
"2337";"Sett";"top";"KSante";1
"2338";"Sett";"top";"Ornn";2
"2339";"Sett";"top";"Renekton";1
"2340";"Sett";"top";"Rumble";1
"2341";"Sett";"top";"Trundle";1
"2342";"Sett";"top";"Udyr";1
"2343";"Sett";"top";"Volibear";1
"2344";"Sett";"top";"Yorick";1
"2345";"Shaco";"jungle";"XinZhao";1
"2346";"Shen";"support";"Alistar";1
"2347";"Shen";"support";"Bard";1
"2348";"Shen";"support";"Camille";2
"2349";"Shen";"support";"Elise";2
"2350";"Shen";"support";"Leona";5
"2351";"Shen";"support";"Rell";2
"2352";"Shen";"top";"Ambessa";2
"2353";"Shen";"top";"Camille";1
"2354";"Shen";"top";"Galio";1
"2355";"Shen";"top";"Jax";4
"2356";"Shen";"top";"KSante";2
"2357";"Shen";"top";"Nidalee";1
"2358";"Shen";"top";"Ornn";2
"2359";"Shen";"top";"Renekton";1
"2360";"Shen";"top";"Sion";3
"2361";"Shen";"top";"Yorick";1
"2362";"Shyvana";"jungle";"Kindred";1
"2363";"Shyvana";"jungle";"MonkeyKing";1
"2364";"Singed";"top";"Ambessa";1
"2365";"Sion";"bottom";"Aphelios";1
"2366";"Sion";"bottom";"Ezreal";1
"2367";"Sion";"bottom";"Jhin";2
"2368";"Sion";"bottom";"Kalista";1
"2369";"Sion";"jungle";"Karthus";1
"2370";"Sion";"mid";"Aurora";1
"2371";"Sion";"mid";"Azir";1
"2372";"Sion";"mid";"Taliyah";2
"2373";"Sion";"mid";"Tristana";1
"2374";"Sion";"top";"Aatrox";19
"2375";"Sion";"top";"Ambessa";29
"2376";"Sion";"top";"Aurora";2
"2377";"Sion";"top";"Camille";4
"2378";"Sion";"top";"Chogath";13
"2379";"Sion";"top";"Darius";1
"2380";"Sion";"top";"DrMundo";1
"2381";"Sion";"top";"Fiora";2
"2382";"Sion";"top";"Gangplank";1
"2383";"Sion";"top";"Gnar";21
"2384";"Sion";"top";"Gragas";4
"2385";"Sion";"top";"Gwen";3
"2386";"Sion";"top";"Irelia";1
"2387";"Sion";"top";"Jax";15
"2388";"Sion";"top";"Jayce";56
"2389";"Sion";"top";"KSante";14
"2390";"Sion";"top";"Kayle";1
"2391";"Sion";"top";"Kayn";1
"2392";"Sion";"top";"Kennen";1
"2393";"Sion";"top";"Maokai";2
"2394";"Sion";"top";"Mordekaiser";2
"2395";"Sion";"top";"Nidalee";4
"2396";"Sion";"top";"Olaf";3
"2397";"Sion";"top";"Ornn";12
"2398";"Sion";"top";"Poppy";1
"2399";"Sion";"top";"Renekton";12
"2400";"Sion";"top";"Rumble";15
"2401";"Sion";"top";"Sejuani";1
"2402";"Sion";"top";"Shen";3
"2403";"Sion";"top";"Smolder";1
"2404";"Sion";"top";"Udyr";1
"2405";"Sion";"top";"Vladimir";3
"2406";"Sion";"top";"Yone";1
"2407";"Sion";"top";"Yorick";13
"2408";"Sion";"top";"Zac";1
"2409";"Sivir";"bottom";"Aphelios";1
"2410";"Sivir";"bottom";"Ashe";5
"2411";"Sivir";"bottom";"Caitlyn";2
"2412";"Sivir";"bottom";"Corki";4
"2413";"Sivir";"bottom";"Ezreal";16
"2414";"Sivir";"bottom";"Jhin";6
"2415";"Sivir";"bottom";"Jinx";7
"2416";"Sivir";"bottom";"Kaisa";7
"2417";"Sivir";"bottom";"Kalista";1
"2418";"Sivir";"bottom";"KogMaw";1
"2419";"Sivir";"bottom";"Mel";3
"2420";"Sivir";"bottom";"MissFortune";6
"2421";"Sivir";"bottom";"Nilah";3
"2422";"Sivir";"bottom";"Seraphine";1
"2423";"Sivir";"bottom";"Tristana";3
"2424";"Sivir";"bottom";"Twitch";1
"2425";"Sivir";"bottom";"Varus";33
"2426";"Sivir";"bottom";"Xayah";4
"2427";"Sivir";"bottom";"Zeri";10
"2428";"Sivir";"bottom";"Ziggs";3
"2429";"Sivir";"top";"KSante";1
"2430";"Skarner";"jungle";"Ambessa";2
"2431";"Skarner";"jungle";"Amumu";3
"2432";"Skarner";"jungle";"Belveth";1
"2433";"Skarner";"jungle";"Brand";8
"2434";"Skarner";"jungle";"Darius";1
"2435";"Skarner";"jungle";"DrMundo";2
"2436";"Skarner";"jungle";"Gwen";3
"2437";"Skarner";"jungle";"Ivern";32
"2438";"Skarner";"jungle";"JarvanIV";3
"2439";"Skarner";"jungle";"Kayn";1
"2440";"Skarner";"jungle";"Khazix";1
"2441";"Skarner";"jungle";"Kindred";2
"2442";"Skarner";"jungle";"LeeSin";2
"2443";"Skarner";"jungle";"Lillia";24
"2444";"Skarner";"jungle";"Maokai";27
"2445";"Skarner";"jungle";"MonkeyKing";15
"2446";"Skarner";"jungle";"Mordekaiser";1
"2447";"Skarner";"jungle";"Naafiri";18
"2448";"Skarner";"jungle";"Nidalee";5
"2449";"Skarner";"jungle";"Nocturne";9
"2450";"Skarner";"jungle";"Nunu";1
"2451";"Skarner";"jungle";"Olaf";1
"2452";"Skarner";"jungle";"Pantheon";7
"2453";"Skarner";"jungle";"Poppy";5
"2454";"Skarner";"jungle";"Sejuani";47
"2455";"Skarner";"jungle";"Taliyah";2
"2456";"Skarner";"jungle";"Trundle";1
"2457";"Skarner";"jungle";"Vi";27
"2458";"Skarner";"jungle";"Viego";10
"2459";"Skarner";"jungle";"XinZhao";55
"2460";"Skarner";"jungle";"Zyra";13
"2461";"Smolder";"bottom";"Ashe";1
"2462";"Smolder";"bottom";"Corki";1
"2463";"Smolder";"bottom";"Ezreal";3
"2464";"Smolder";"bottom";"Jhin";1
"2465";"Smolder";"bottom";"Kaisa";3
"2466";"Smolder";"bottom";"Tristana";3
"2467";"Smolder";"mid";"AurelionSol";1
"2468";"Smolder";"mid";"Aurora";3
"2469";"Smolder";"mid";"Azir";3
"2470";"Smolder";"mid";"Corki";6
"2471";"Smolder";"mid";"Hwei";1
"2472";"Smolder";"mid";"Jayce";1
"2473";"Smolder";"mid";"KogMaw";1
"2474";"Smolder";"mid";"Mel";1
"2475";"Smolder";"mid";"Orianna";3
"2476";"Smolder";"mid";"Renekton";1
"2477";"Smolder";"mid";"Syndra";1
"2478";"Smolder";"mid";"Taliyah";1
"2479";"Smolder";"mid";"Viktor";1
"2480";"Smolder";"mid";"Yone";10
"2481";"Smolder";"top";"KSante";1
"2482";"Smolder";"top";"Sion";1
"2483";"Sona";"support";"Rakan";1
"2484";"Soraka";"support";"Alistar";1
"2485";"Soraka";"support";"Braum";1
"2486";"Soraka";"support";"Lulu";2
"2487";"Soraka";"support";"Rakan";1
"2488";"Soraka";"support";"Renata";2
"2489";"Swain";"bottom";"Ashe";1
"2490";"Swain";"bottom";"Corki";1
"2491";"Swain";"bottom";"Kaisa";1
"2492";"Swain";"bottom";"Varus";1
"2493";"Swain";"mid";"Ahri";7
"2494";"Swain";"mid";"Aurora";2
"2495";"Swain";"mid";"Azir";1
"2496";"Swain";"mid";"Galio";4
"2497";"Swain";"mid";"Sylas";1
"2498";"Swain";"mid";"Taliyah";1
"2499";"Swain";"mid";"Yasuo";1
"2500";"Swain";"mid";"Yone";1
"2501";"Swain";"top";"KSante";3
"2502";"Swain";"top";"Tryndamere";1
"2503";"Sylas";"mid";"Ahri";44
"2504";"Sylas";"mid";"Akali";6
"2505";"Sylas";"mid";"Ambessa";1
"2506";"Sylas";"mid";"Anivia";2
"2507";"Sylas";"mid";"Aurora";9
"2508";"Sylas";"mid";"Azir";33
"2509";"Sylas";"mid";"Cassiopeia";3
"2510";"Sylas";"mid";"Corki";5
"2511";"Sylas";"mid";"Galio";12
"2512";"Sylas";"mid";"Hwei";8
"2513";"Sylas";"mid";"Jayce";2
"2514";"Sylas";"mid";"Karma";1
"2515";"Sylas";"mid";"Lux";2
"2516";"Sylas";"mid";"Mel";1
"2517";"Sylas";"mid";"Orianna";13
"2518";"Sylas";"mid";"Pantheon";1
"2519";"Sylas";"mid";"Ryze";6
"2520";"Sylas";"mid";"Swain";1
"2521";"Sylas";"mid";"Syndra";1
"2522";"Sylas";"mid";"Taliyah";16
"2523";"Sylas";"mid";"Tristana";3
"2524";"Sylas";"mid";"Velkoz";1
"2525";"Sylas";"mid";"Vex";2
"2526";"Sylas";"mid";"Viego";1
"2527";"Sylas";"mid";"Viktor";28
"2528";"Sylas";"mid";"Yone";9
"2529";"Sylas";"top";"Gnar";6
"2530";"Syndra";"mid";"Ahri";3
"2531";"Syndra";"mid";"Akali";6
"2532";"Syndra";"mid";"Aurora";9
"2533";"Syndra";"mid";"Azir";13
"2534";"Syndra";"mid";"Chogath";1
"2535";"Syndra";"mid";"Corki";8
"2536";"Syndra";"mid";"Ekko";1
"2537";"Syndra";"mid";"Ezreal";2
"2538";"Syndra";"mid";"Galio";1
"2539";"Syndra";"mid";"Hwei";6
"2540";"Syndra";"mid";"Jayce";3
"2541";"Syndra";"mid";"KSante";1
"2542";"Syndra";"mid";"Katarina";1
"2543";"Syndra";"mid";"Leblanc";3
"2544";"Syndra";"mid";"Mel";1
"2545";"Syndra";"mid";"Orianna";10
"2546";"Syndra";"mid";"Ryze";2
"2547";"Syndra";"mid";"Smolder";1
"2548";"Syndra";"mid";"Sylas";1
"2549";"Syndra";"mid";"Taliyah";14
"2550";"Syndra";"mid";"Tristana";1
"2551";"Syndra";"mid";"Viktor";15
"2552";"Syndra";"mid";"Vladimir";1
"2553";"Syndra";"mid";"Xerath";1
"2554";"Syndra";"mid";"Yasuo";2
"2555";"Syndra";"mid";"Yone";1
"2556";"Syndra";"mid";"Ziggs";3
"2557";"TahmKench";"bottom";"MissFortune";1
"2558";"TahmKench";"support";"Alistar";1
"2559";"TahmKench";"support";"Braum";3
"2560";"TahmKench";"support";"Elise";1
"2561";"TahmKench";"support";"Leona";1
"2562";"TahmKench";"support";"Lulu";1
"2563";"TahmKench";"support";"Nautilus";1
"2564";"TahmKench";"support";"Rakan";1
"2565";"Taliyah";"bottom";"Kaisa";1
"2566";"Taliyah";"bottom";"Kalista";3
"2567";"Taliyah";"bottom";"Xayah";1
"2568";"Taliyah";"jungle";"JarvanIV";2
"2569";"Taliyah";"jungle";"MonkeyKing";1
"2570";"Taliyah";"jungle";"Naafiri";1
"2571";"Taliyah";"jungle";"Sejuani";1
