"";"ChampionID";"Role";"OpposingChampionID";"games_played"
"1307";"Khazix";"jungle";"Zyra";1
"1308";"Kindred";"jungle";"DrMundo";2
"1309";"Kindred";"jungle";"Gragas";1
"1310";"Kindred";"jungle";"Hecarim";1
"1311";"Kindred";"jungle";"Lillia";3
"1312";"Kindred";"jungle";"Maokai";1
"1313";"Kindred";"jungle";"MonkeyKing";1
"1314";"Kindred";"jungle";"Nocturne";4
"1315";"Kindred";"jungle";"Pantheon";3
"1316";"Kindred";"jungle";"Sejuani";1
"1317";"Kindred";"jungle";"Shyvana";1
"1318";"Kindred";"jungle";"Skarner";2
"1319";"Kindred";"jungle";"Vi";13
"1320";"Kindred";"jungle";"Viego";2
"1321";"Kindred";"jungle";"XinZhao";1
"1322";"Kled";"top";"Camille";1
"1323";"Kled";"top";"Ornn";1
"1324";"Kled";"top";"Rumble";1
"1325";"KogMaw";"bottom";"Caitlyn";1
"1326";"KogMaw";"bottom";"Corki";1
"1327";"KogMaw";"bottom";"Draven";1
"1328";"KogMaw";"bottom";"Ezreal";1
"1329";"KogMaw";"bottom";"Jinx";1
"1330";"KogMaw";"bottom";"Kalista";2
"1331";"KogMaw";"bottom";"MissFortune";2
"1332";"KogMaw";"bottom";"Sivir";1
"1333";"KogMaw";"bottom";"Zeri";1
"1334";"KogMaw";"mid";"Smolder";1
"1335";"KogMaw";"mid";"Viktor";1
"1336";"Leblanc";"mid";"Ahri";4
"1337";"Leblanc";"mid";"Akali";1
"1338";"Leblanc";"mid";"Aurora";3
"1339";"Leblanc";"mid";"Azir";9
"1340";"Leblanc";"mid";"Corki";1
"1341";"Leblanc";"mid";"Lissandra";1
"1342";"Leblanc";"mid";"Orianna";5
"1343";"Leblanc";"mid";"Syndra";3
"1344";"Leblanc";"mid";"Taliyah";1
"1345";"Leblanc";"mid";"Tristana";1
"1346";"Leblanc";"mid";"Vex";1
"1347";"Leblanc";"mid";"Viktor";2
"1348";"Leblanc";"mid";"Yasuo";1
"1349";"Leblanc";"mid";"Yone";2
"1350";"Leblanc";"support";"Pantheon";1
"1351";"Leblanc";"support";"Rakan";1
"1352";"Leblanc";"top";"Gwen";1
"1353";"LeeSin";"bottom";"Xayah";1
"1354";"LeeSin";"jungle";"JarvanIV";2
"1355";"LeeSin";"jungle";"Jax";1
"1356";"LeeSin";"jungle";"Lillia";2
"1357";"LeeSin";"jungle";"Maokai";2
"1358";"LeeSin";"jungle";"MonkeyKing";15
"1359";"LeeSin";"jungle";"Morgana";1
"1360";"LeeSin";"jungle";"Naafiri";1
"1361";"LeeSin";"jungle";"Nidalee";7
"1362";"LeeSin";"jungle";"Nocturne";4
"1363";"LeeSin";"jungle";"Pantheon";5
"1364";"LeeSin";"jungle";"Poppy";2
"1365";"LeeSin";"jungle";"Sejuani";5
"1366";"LeeSin";"jungle";"Skarner";2
"1367";"LeeSin";"jungle";"Vi";8
"1368";"LeeSin";"jungle";"Viego";15
"1369";"LeeSin";"jungle";"XinZhao";16
"1370";"LeeSin";"mid";"Ahri";1
"1371";"LeeSin";"mid";"Azir";1
"1372";"LeeSin";"mid";"Orianna";1
"1373";"LeeSin";"mid";"Tristana";1
"1374";"LeeSin";"mid";"Viktor";1
"1375";"LeeSin";"mid";"Yone";1
"1376";"LeeSin";"support";"Karma";1
"1377";"LeeSin";"top";"Yorick";1
"1378";"Leona";"support";"Alistar";76
"1379";"Leona";"support";"Amumu";2
"1380";"Leona";"support";"Bard";6
"1381";"Leona";"support";"Blitzcrank";3
"1382";"Leona";"support";"Braum";73
"1383";"Leona";"support";"Elise";13
"1384";"Leona";"support";"Galio";4
"1385";"Leona";"support";"Janna";3
"1386";"Leona";"support";"Karma";5
"1387";"Leona";"support";"Lulu";1
"1388";"Leona";"support";"Maokai";9
"1389";"Leona";"support";"Milio";1
"1390";"Leona";"support";"Morgana";1
"1391";"Leona";"support";"Nautilus";98
"1392";"Leona";"support";"Neeko";14
"1393";"Leona";"support";"Pantheon";7
"1394";"Leona";"support";"Poppy";33
"1395";"Leona";"support";"Pyke";2
"1396";"Leona";"support";"Rakan";86
"1397";"Leona";"support";"Rell";145
"1398";"Leona";"support";"Renata";18
"1399";"Leona";"support";"Senna";3
"1400";"Leona";"support";"Seraphine";1
"1401";"Leona";"support";"Shen";5
"1402";"Leona";"support";"TahmKench";1
"1403";"Leona";"support";"Taric";3
"1404";"Leona";"support";"Thresh";4
"1405";"Leona";"support";"Zilean";1
"1406";"Lillia";"jungle";"Amumu";1
"1407";"Lillia";"jungle";"Darius";1
"1408";"Lillia";"jungle";"Diana";1
"1409";"Lillia";"jungle";"Elise";1
"1410";"Lillia";"jungle";"Gwen";2
"1411";"Lillia";"jungle";"Ivern";1
"1412";"Lillia";"jungle";"JarvanIV";3
"1413";"Lillia";"jungle";"Karthus";3
"1414";"Lillia";"jungle";"Kindred";3
"1415";"Lillia";"jungle";"LeeSin";2
"1416";"Lillia";"jungle";"Maokai";13
"1417";"Lillia";"jungle";"MonkeyKing";13
"1418";"Lillia";"jungle";"Naafiri";17
"1419";"Lillia";"jungle";"Nidalee";12
"1420";"Lillia";"jungle";"Nocturne";6
"1421";"Lillia";"jungle";"Pantheon";6
"1422";"Lillia";"jungle";"Poppy";1
"1423";"Lillia";"jungle";"Rumble";1
"1424";"Lillia";"jungle";"Sejuani";45
"1425";"Lillia";"jungle";"Skarner";24
"1426";"Lillia";"jungle";"Vi";4
"1427";"Lillia";"jungle";"Viego";9
"1428";"Lillia";"jungle";"XinZhao";10
"1429";"Lillia";"jungle";"Zed";1
"1430";"Lillia";"jungle";"Zyra";14
"1431";"Lissandra";"mid";"Ahri";3
"1432";"Lissandra";"mid";"Akali";1
"1433";"Lissandra";"mid";"Ambessa";1
"1434";"Lissandra";"mid";"Aurora";1
"1435";"Lissandra";"mid";"Leblanc";1
"1436";"Lissandra";"mid";"Ryze";1
"1437";"Lissandra";"mid";"Taliyah";3
"1438";"Lissandra";"mid";"Yone";1
"1439";"Lucian";"bottom";"Aphelios";2
"1440";"Lucian";"bottom";"Caitlyn";2
"1441";"Lucian";"bottom";"Corki";3
"1442";"Lucian";"bottom";"Ezreal";7
"1443";"Lucian";"bottom";"Jhin";2
"1444";"Lucian";"bottom";"Kaisa";1
"1445";"Lucian";"bottom";"Kalista";2
"1446";"Lucian";"bottom";"MissFortune";5
"1447";"Lucian";"bottom";"Xayah";3
"1448";"Lucian";"bottom";"Zeri";2
"1449";"Lucian";"mid";"Azir";1
"1450";"Lucian";"mid";"Corki";1
"1451";"Lucian";"mid";"Ryze";1
"1452";"Lucian";"mid";"Taliyah";1
"1453";"Lucian";"mid";"Yone";1
"1454";"Lulu";"support";"Alistar";9
"1455";"Lulu";"support";"Bard";3
"1456";"Lulu";"support";"Blitzcrank";7
"1457";"Lulu";"support";"Braum";5
"1458";"Lulu";"support";"Elise";3
"1459";"Lulu";"support";"Galio";1
"1460";"Lulu";"support";"Janna";1
"1461";"Lulu";"support";"Karma";6
"1462";"Lulu";"support";"Leona";1
"1463";"Lulu";"support";"Milio";3
"1464";"Lulu";"support";"Nami";1
"1465";"Lulu";"support";"Nautilus";7
"1466";"Lulu";"support";"Neeko";5
"1467";"Lulu";"support";"Nidalee";1
"1468";"Lulu";"support";"Poppy";2
"1469";"Lulu";"support";"Pyke";1
"1470";"Lulu";"support";"Rakan";14
"1471";"Lulu";"support";"Rell";16
"1472";"Lulu";"support";"Renata";7
"1473";"Lulu";"support";"Senna";2
"1474";"Lulu";"support";"Seraphine";2
"1475";"Lulu";"support";"Soraka";2
"1476";"Lulu";"support";"TahmKench";1
"1477";"Lulu";"support";"Thresh";3
"1478";"Lulu";"support";"Yuumi";5
"1479";"Lux";"bottom";"Kaisa";1
"1480";"Lux";"mid";"Aurora";1
"1481";"Lux";"mid";"Hwei";1
"1482";"Lux";"mid";"Sylas";2
"1483";"Lux";"mid";"Taliyah";1
"1484";"Lux";"mid";"Viktor";2
"1485";"Lux";"mid";"Yone";1
"1486";"Lux";"support";"Alistar";1
"1487";"Lux";"support";"Nami";1
"1488";"Malphite";"top";"Aatrox";1
"1489";"Malphite";"top";"Aurora";1
"1490";"Malphite";"top";"Gangplank";1
"1491";"Malphite";"top";"Gnar";8
"1492";"Malphite";"top";"Gwen";1
"1493";"Malphite";"top";"Jax";3
"1494";"Malphite";"top";"Jayce";4
"1495";"Malphite";"top";"KSante";2
"1496";"Malphite";"top";"Renekton";1
"1497";"Malphite";"top";"Yone";1
"1498";"Maokai";"jungle";"Amumu";1
"1499";"Maokai";"jungle";"Brand";2
"1500";"Maokai";"jungle";"DrMundo";6
"1501";"Maokai";"jungle";"Gwen";1
"1502";"Maokai";"jungle";"Ivern";12
"1503";"Maokai";"jungle";"JarvanIV";12
"1504";"Maokai";"jungle";"Karthus";1
"1505";"Maokai";"jungle";"Kindred";1
"1506";"Maokai";"jungle";"LeeSin";2
"1507";"Maokai";"jungle";"Lillia";13
"1508";"Maokai";"jungle";"MonkeyKing";18
"1509";"Maokai";"jungle";"Morgana";1
"1510";"Maokai";"jungle";"Naafiri";10
"1511";"Maokai";"jungle";"Nautilus";1
"1512";"Maokai";"jungle";"Nidalee";4
"1513";"Maokai";"jungle";"Nocturne";10
"1514";"Maokai";"jungle";"Nunu";2
"1515";"Maokai";"jungle";"Pantheon";24
"1516";"Maokai";"jungle";"Poppy";1
"1517";"Maokai";"jungle";"Sejuani";70
"1518";"Maokai";"jungle";"Skarner";27
"1519";"Maokai";"jungle";"Trundle";1
"1520";"Maokai";"jungle";"Vi";39
"1521";"Maokai";"jungle";"Viego";14
"1522";"Maokai";"jungle";"Volibear";2
"1523";"Maokai";"jungle";"XinZhao";39
"1524";"Maokai";"jungle";"Zac";1
"1525";"Maokai";"jungle";"Zyra";20
"1526";"Maokai";"support";"Alistar";4
"1527";"Maokai";"support";"Blitzcrank";1
"1528";"Maokai";"support";"Braum";2
"1529";"Maokai";"support";"Karma";2
"1530";"Maokai";"support";"Leona";9
"1531";"Maokai";"support";"MonkeyKing";1
"1532";"Maokai";"support";"Nautilus";8
"1533";"Maokai";"support";"Neeko";4
"1534";"Maokai";"support";"Pantheon";1
"1535";"Maokai";"support";"Poppy";3
"1536";"Maokai";"support";"Rakan";4
"1537";"Maokai";"support";"Rell";5
"1538";"Maokai";"support";"Renata";1
"1539";"Maokai";"support";"Seraphine";1
"1540";"Maokai";"support";"Zilean";1
"1541";"Maokai";"top";"Ambessa";3
"1542";"Maokai";"top";"Aurora";1
"1543";"Maokai";"top";"Chogath";1
"1544";"Maokai";"top";"Gnar";3
"1545";"Maokai";"top";"Gragas";1
"1546";"Maokai";"top";"Gwen";1
"1547";"Maokai";"top";"Irelia";1
"1548";"Maokai";"top";"Jax";9
"1549";"Maokai";"top";"Jayce";3
"1550";"Maokai";"top";"KSante";10
"1551";"Maokai";"top";"Mordekaiser";1
"1552";"Maokai";"top";"Ornn";1
"1553";"Maokai";"top";"Pantheon";1
"1554";"Maokai";"top";"Renekton";4
"1555";"Maokai";"top";"Rumble";4
"1556";"Maokai";"top";"Sion";2
"1557";"MasterYi";"jungle";"Gwen";1
"1558";"Mel";"bottom";"Corki";1
"1559";"Mel";"bottom";"Ezreal";2
"1560";"Mel";"bottom";"Jinx";2
"1561";"Mel";"bottom";"Kaisa";1
"1562";"Mel";"bottom";"MissFortune";2
"1563";"Mel";"bottom";"Sivir";3
"1564";"Mel";"bottom";"Varus";3
"1565";"Mel";"mid";"Ahri";2
"1566";"Mel";"mid";"Akali";1
"1567";"Mel";"mid";"Aurora";6
"1568";"Mel";"mid";"Azir";9
"1569";"Mel";"mid";"Corki";1
"1570";"Mel";"mid";"Galio";2
"1571";"Mel";"mid";"Gragas";1
"1572";"Mel";"mid";"Hwei";5
"1573";"Mel";"mid";"Jayce";4
"1574";"Mel";"mid";"Orianna";4
"1575";"Mel";"mid";"Ryze";1
"1576";"Mel";"mid";"Smolder";1
"1577";"Mel";"mid";"Sylas";1
"1578";"Mel";"mid";"Syndra";1
"1579";"Mel";"mid";"Taliyah";3
"1580";"Mel";"mid";"Velkoz";1
"1581";"Mel";"mid";"Viego";1
"1582";"Mel";"mid";"Viktor";7
"1583";"Mel";"mid";"Yone";4
"1584";"Mel";"support";"Rakan";1
"1585";"Mel";"top";"Anivia";1
"1586";"Milio";"support";"Alistar";1
"1587";"Milio";"support";"Bard";2
"1588";"Milio";"support";"Braum";1
"1589";"Milio";"support";"Karma";1
"1590";"Milio";"support";"Leona";1
"1591";"Milio";"support";"Lulu";3
"1592";"Milio";"support";"Nautilus";2
"1593";"Milio";"support";"Neeko";1
"1594";"Milio";"support";"Rakan";4
"1595";"Milio";"support";"Rell";1
"1596";"Milio";"support";"Renata";1
"1597";"MissFortune";"bottom";"Ashe";48
"1598";"MissFortune";"bottom";"Caitlyn";9
"1599";"MissFortune";"bottom";"Corki";62
"1600";"MissFortune";"bottom";"Draven";3
"1601";"MissFortune";"bottom";"Ezreal";76
"1602";"MissFortune";"bottom";"Jhin";55
"1603";"MissFortune";"bottom";"Jinx";12
"1604";"MissFortune";"bottom";"Kaisa";35
"1605";"MissFortune";"bottom";"Kalista";15
"1606";"MissFortune";"bottom";"KogMaw";2
"1607";"MissFortune";"bottom";"Lucian";5
"1608";"MissFortune";"bottom";"Mel";2
"1609";"MissFortune";"bottom";"Senna";1
"1610";"MissFortune";"bottom";"Seraphine";1
"1611";"MissFortune";"bottom";"Sivir";6
"1612";"MissFortune";"bottom";"TahmKench";1
"1613";"MissFortune";"bottom";"Tristana";10
"1614";"MissFortune";"bottom";"Varus";106
"1615";"MissFortune";"bottom";"Xayah";18
"1616";"MissFortune";"bottom";"Zeri";10
"1617";"MissFortune";"bottom";"Ziggs";4
"1618";"MissFortune";"mid";"Ryze";1
"1619";"MissFortune";"top";"Gragas";1
"1620";"MonkeyKing";"jungle";"Amumu";10
"1621";"MonkeyKing";"jungle";"Diana";1
"1622";"MonkeyKing";"jungle";"Elise";1
"1623";"MonkeyKing";"jungle";"Ivern";7
"1624";"MonkeyKing";"jungle";"JarvanIV";5
"1625";"MonkeyKing";"jungle";"Kindred";1
"1626";"MonkeyKing";"jungle";"LeeSin";15
"1627";"MonkeyKing";"jungle";"Lillia";13
"1628";"MonkeyKing";"jungle";"Maokai";18
"1629";"MonkeyKing";"jungle";"Naafiri";8
"1630";"MonkeyKing";"jungle";"Nidalee";5
"1631";"MonkeyKing";"jungle";"Nocturne";17
"1632";"MonkeyKing";"jungle";"Olaf";1
"1633";"MonkeyKing";"jungle";"Pantheon";16
"1634";"MonkeyKing";"jungle";"Poppy";2
"1635";"MonkeyKing";"jungle";"RekSai";2
"1636";"MonkeyKing";"jungle";"Rumble";1
"1637";"MonkeyKing";"jungle";"Sejuani";46
"1638";"MonkeyKing";"jungle";"Shyvana";1
"1639";"MonkeyKing";"jungle";"Skarner";15
"1640";"MonkeyKing";"jungle";"Taliyah";1
"1641";"MonkeyKing";"jungle";"Vi";59
"1642";"MonkeyKing";"jungle";"Viego";25
"1643";"MonkeyKing";"jungle";"Volibear";2
"1644";"MonkeyKing";"jungle";"XinZhao";37
"1645";"MonkeyKing";"jungle";"Zac";2
"1646";"MonkeyKing";"jungle";"Zyra";9
"1647";"MonkeyKing";"support";"Maokai";1
"1648";"MonkeyKing";"top";"Ambessa";6
"1649";"MonkeyKing";"top";"Gragas";1
"1650";"MonkeyKing";"top";"Jayce";7
"1651";"MonkeyKing";"top";"Rumble";1
"1652";"Mordekaiser";"jungle";"Skarner";1
"1653";"Mordekaiser";"top";"Aurora";1
"1654";"Mordekaiser";"top";"Camille";2
"1655";"Mordekaiser";"top";"Chogath";1
"1656";"Mordekaiser";"top";"Gragas";1
"1657";"Mordekaiser";"top";"Maokai";1
"1658";"Mordekaiser";"top";"Ornn";2
"1659";"Mordekaiser";"top";"Rumble";1
"1660";"Mordekaiser";"top";"Sion";2
"1661";"Mordekaiser";"top";"Vladimir";1
"1662";"Mordekaiser";"top";"Yone";1
"1663";"Mordekaiser";"top";"Yorick";1
"1664";"Morgana";"jungle";"LeeSin";1
"1665";"Morgana";"jungle";"Maokai";1
"1666";"Morgana";"jungle";"Vi";2
"1667";"Morgana";"support";"Leona";1
"1668";"Naafiri";"jungle";"Belveth";1
"1669";"Naafiri";"jungle";"Brand";1
"1670";"Naafiri";"jungle";"Diana";1
"1671";"Naafiri";"jungle";"Hecarim";2
"1672";"Naafiri";"jungle";"JarvanIV";2
"1673";"Naafiri";"jungle";"Karthus";2
"1674";"Naafiri";"jungle";"Kayn";2
"1675";"Naafiri";"jungle";"LeeSin";1
"1676";"Naafiri";"jungle";"Lillia";17
"1677";"Naafiri";"jungle";"Maokai";10
"1678";"Naafiri";"jungle";"MonkeyKing";8
"1679";"Naafiri";"jungle";"Nidalee";2
"1680";"Naafiri";"jungle";"Nocturne";10
"1681";"Naafiri";"jungle";"Pantheon";19
"1682";"Naafiri";"jungle";"Poppy";12
"1683";"Naafiri";"jungle";"RekSai";1
"1684";"Naafiri";"jungle";"Sejuani";20
"1685";"Naafiri";"jungle";"Skarner";18
"1686";"Naafiri";"jungle";"Taliyah";1
"1687";"Naafiri";"jungle";"Vi";36
"1688";"Naafiri";"jungle";"Viego";6
"1689";"Naafiri";"jungle";"Volibear";1
"1690";"Naafiri";"jungle";"XinZhao";63
"1691";"Naafiri";"jungle";"Yorick";1
"1692";"Naafiri";"jungle";"Zed";1
"1693";"Naafiri";"jungle";"Zyra";3
"1694";"Naafiri";"mid";"Aurora";1
"1695";"Naafiri";"mid";"Orianna";2
"1696";"Naafiri";"mid";"Ryze";1
"1697";"Naafiri";"mid";"Taliyah";1
"1698";"Naafiri";"top";"Gwen";1
"1699";"Naafiri";"top";"Renekton";1
"1700";"Nami";"support";"Bard";1
"1701";"Nami";"support";"Karma";2
"1702";"Nami";"support";"Lulu";1
"1703";"Nami";"support";"Lux";1
"1704";"Nami";"support";"Nautilus";2
"1705";"Nami";"support";"Neeko";1
"1706";"Nami";"support";"Rakan";4
"1707";"Nami";"support";"Yuumi";1
"1708";"Nami";"support";"Zac";1
"1709";"Nasus";"mid";"Yone";1
"1710";"Nasus";"top";"Rumble";1
"1711";"Nautilus";"jungle";"Maokai";1
"1712";"Nautilus";"support";"Alistar";89
"1713";"Nautilus";"support";"Annie";1
"1714";"Nautilus";"support";"Bard";2
"1715";"Nautilus";"support";"Blitzcrank";3
"1716";"Nautilus";"support";"Braum";45
"1717";"Nautilus";"support";"Elise";6
"1718";"Nautilus";"support";"Galio";1
"1719";"Nautilus";"support";"Karma";6
"1720";"Nautilus";"support";"Leona";98
"1721";"Nautilus";"support";"Lulu";7
"1722";"Nautilus";"support";"Maokai";8
"1723";"Nautilus";"support";"Milio";2
"1724";"Nautilus";"support";"Nami";2
"1725";"Nautilus";"support";"Neeko";20
"1726";"Nautilus";"support";"Ornn";1
"1727";"Nautilus";"support";"Pantheon";5
"1728";"Nautilus";"support";"Poppy";28
"1729";"Nautilus";"support";"Pyke";2
"1730";"Nautilus";"support";"Rakan";66
"1731";"Nautilus";"support";"Rell";139
"1732";"Nautilus";"support";"Renata";18
"1733";"Nautilus";"support";"Senna";1
"1734";"Nautilus";"support";"TahmKench";1
"1735";"Nautilus";"support";"Taric";6
"1736";"Nautilus";"support";"Thresh";5
"1737";"Nautilus";"support";"Veigar";1
"1738";"Nautilus";"support";"Yuumi";2
"1739";"Nautilus";"support";"Zac";1
"1740";"Nautilus";"top";"Aatrox";1
"1741";"Nautilus";"top";"Ambessa";1
"1742";"Nautilus";"top";"Camille";1
"1743";"Nautilus";"top";"Yorick";1
"1744";"Neeko";"jungle";"JarvanIV";1
"1745";"Neeko";"mid";"Ahri";1
"1746";"Neeko";"mid";"Akali";1
"1747";"Neeko";"mid";"Orianna";1
"1748";"Neeko";"mid";"Ryze";1
"1749";"Neeko";"mid";"Viktor";1
"1750";"Neeko";"support";"Alistar";10
"1751";"Neeko";"support";"Bard";2
"1752";"Neeko";"support";"Blitzcrank";3
"1753";"Neeko";"support";"Braum";14
"1754";"Neeko";"support";"Elise";10
"1755";"Neeko";"support";"Gragas";1
"1756";"Neeko";"support";"Karma";10
"1757";"Neeko";"support";"Leona";14
"1758";"Neeko";"support";"Lulu";5
"1759";"Neeko";"support";"Maokai";4
"1760";"Neeko";"support";"Milio";1
"1761";"Neeko";"support";"Nami";1
"1762";"Neeko";"support";"Nautilus";20
"1763";"Neeko";"support";"Pantheon";2
"1764";"Neeko";"support";"Poppy";2
"1765";"Neeko";"support";"Pyke";2
"1766";"Neeko";"support";"Rakan";17
"1767";"Neeko";"support";"Rell";19
"1768";"Neeko";"support";"Renata";21
"1769";"Neeko";"support";"Sejuani";1
"1770";"Neeko";"support";"Senna";1
"1771";"Neeko";"support";"Seraphine";1
"1772";"Neeko";"support";"Thresh";1
"1773";"Neeko";"top";"Jayce";1
"1774";"Nidalee";"jungle";"Ivern";2
"1775";"Nidalee";"jungle";"JarvanIV";1
"1776";"Nidalee";"jungle";"LeeSin";7
"1777";"Nidalee";"jungle";"Lillia";12
"1778";"Nidalee";"jungle";"Maokai";4
"1779";"Nidalee";"jungle";"MonkeyKing";5
"1780";"Nidalee";"jungle";"Naafiri";2
"1781";"Nidalee";"jungle";"Nocturne";4
"1782";"Nidalee";"jungle";"Pantheon";2
"1783";"Nidalee";"jungle";"Poppy";1
"1784";"Nidalee";"jungle";"Sejuani";15
"1785";"Nidalee";"jungle";"Skarner";5
"1786";"Nidalee";"jungle";"Vi";10
"1787";"Nidalee";"jungle";"Viego";6
"1788";"Nidalee";"jungle";"XinZhao";11
"1789";"Nidalee";"jungle";"Zyra";12
"1790";"Nidalee";"support";"Lulu";1
"1791";"Nidalee";"top";"Ambessa";3
"1792";"Nidalee";"top";"Gnar";2
"1793";"Nidalee";"top";"Jax";1
"1794";"Nidalee";"top";"Jayce";1
"1795";"Nidalee";"top";"Renekton";1
"1796";"Nidalee";"top";"Rumble";1
"1797";"Nidalee";"top";"Shen";1
"1798";"Nidalee";"top";"Sion";4
"1799";"Nidalee";"top";"Yone";1
"1800";"Nilah";"bottom";"Ezreal";1
"1801";"Nilah";"bottom";"Sivir";3
"1802";"Nilah";"bottom";"Varus";1
"1803";"Nilah";"bottom";"Xayah";1
"1804";"Nocturne";"jungle";"Belveth";1
"1805";"Nocturne";"jungle";"Brand";1
"1806";"Nocturne";"jungle";"DrMundo";1
"1807";"Nocturne";"jungle";"Gwen";1
"1808";"Nocturne";"jungle";"Ivern";2
"1809";"Nocturne";"jungle";"JarvanIV";4
"1810";"Nocturne";"jungle";"Karthus";1
"1811";"Nocturne";"jungle";"Kindred";4
"1812";"Nocturne";"jungle";"LeeSin";4
"1813";"Nocturne";"jungle";"Lillia";6
"1814";"Nocturne";"jungle";"Maokai";10
"1815";"Nocturne";"jungle";"MonkeyKing";17
"1816";"Nocturne";"jungle";"Naafiri";10
"1817";"Nocturne";"jungle";"Nidalee";4
"1818";"Nocturne";"jungle";"Olaf";1
"1819";"Nocturne";"jungle";"Pantheon";20
"1820";"Nocturne";"jungle";"Poppy";3
"1821";"Nocturne";"jungle";"Rengar";1
"1822";"Nocturne";"jungle";"Sejuani";14
"1823";"Nocturne";"jungle";"Skarner";9
"1824";"Nocturne";"jungle";"Udyr";1
"1825";"Nocturne";"jungle";"Vi";20
"1826";"Nocturne";"jungle";"Viego";14
"1827";"Nocturne";"jungle";"XinZhao";22
"1828";"Nocturne";"jungle";"Zyra";10
"1829";"Nunu";"jungle";"Ivern";2
"1830";"Nunu";"jungle";"Maokai";2
"1831";"Nunu";"jungle";"Sejuani";1
"1832";"Nunu";"jungle";"Skarner";1
"1833";"Nunu";"jungle";"Trundle";1
"1834";"Nunu";"jungle";"XinZhao";1
"1835";"Olaf";"jungle";"MonkeyKing";1
"1836";"Olaf";"jungle";"Nocturne";1
"1837";"Olaf";"jungle";"Skarner";1
"1838";"Olaf";"jungle";"Vi";1
"1839";"Olaf";"jungle";"Viego";1
"1840";"Olaf";"jungle";"XinZhao";1
"1841";"Olaf";"top";"Aatrox";3
"1842";"Olaf";"top";"Ambessa";3
"1843";"Olaf";"top";"Camille";3
"1844";"Olaf";"top";"Gnar";1
"1845";"Olaf";"top";"Gragas";2
"1846";"Olaf";"top";"Jayce";1
"1847";"Olaf";"top";"KSante";6
"1848";"Olaf";"top";"Pantheon";1
"1849";"Olaf";"top";"Poppy";3
"1850";"Olaf";"top";"Renekton";6
"1851";"Olaf";"top";"Rumble";1
"1852";"Olaf";"top";"Sion";3
"1853";"Olaf";"top";"Udyr";1
"1854";"Orianna";"bottom";"Varus";1
"1855";"Orianna";"mid";"Ahri";22
"1856";"Orianna";"mid";"Akali";15
"1857";"Orianna";"mid";"Ambessa";4
"1858";"Orianna";"mid";"Annie";1
"1859";"Orianna";"mid";"AurelionSol";1
"1860";"Orianna";"mid";"Aurora";17
"1861";"Orianna";"mid";"Azir";31
"1862";"Orianna";"mid";"Cassiopeia";2
"1863";"Orianna";"mid";"Corki";13
"1864";"Orianna";"mid";"Ezreal";1
"1865";"Orianna";"mid";"Galio";10
"1866";"Orianna";"mid";"Hwei";14
"1867";"Orianna";"mid";"Irelia";2
"1868";"Orianna";"mid";"Jayce";7
"1869";"Orianna";"mid";"Karma";2
"1870";"Orianna";"mid";"Kassadin";1
"1871";"Orianna";"mid";"Leblanc";5
"1872";"Orianna";"mid";"LeeSin";1
"1873";"Orianna";"mid";"Mel";4
"1874";"Orianna";"mid";"Naafiri";2
"1875";"Orianna";"mid";"Neeko";1
"1876";"Orianna";"mid";"Ornn";1
"1877";"Orianna";"mid";"Ryze";5
"1878";"Orianna";"mid";"Smolder";3
"1879";"Orianna";"mid";"Sylas";13
"1880";"Orianna";"mid";"Syndra";10
"1881";"Orianna";"mid";"Taliyah";26
"1882";"Orianna";"mid";"Tristana";6
"1883";"Orianna";"mid";"Velkoz";1
"1884";"Orianna";"mid";"Viktor";36
"1885";"Orianna";"mid";"Xerath";1
"1886";"Orianna";"mid";"Yasuo";1
"1887";"Orianna";"mid";"Yone";10
"1888";"Orianna";"mid";"Ziggs";1
"1889";"Ornn";"bottom";"Kaisa";1
"1890";"Ornn";"mid";"Orianna";1
"1891";"Ornn";"support";"Nautilus";1
"1892";"Ornn";"support";"Rell";1
"1893";"Ornn";"top";"Aatrox";4
"1894";"Ornn";"top";"Ambessa";6
"1895";"Ornn";"top";"Aurora";1
"1896";"Ornn";"top";"Camille";2
"1897";"Ornn";"top";"Cassiopeia";2
"1898";"Ornn";"top";"Chogath";2
"1899";"Ornn";"top";"Fiora";1
"1900";"Ornn";"top";"Gangplank";1
"1901";"Ornn";"top";"Garen";1
"1902";"Ornn";"top";"Gnar";11
"1903";"Ornn";"top";"Gragas";4
"1904";"Ornn";"top";"Gwen";6
"1905";"Ornn";"top";"Jax";9
"1906";"Ornn";"top";"Jayce";16
"1907";"Ornn";"top";"KSante";8
"1908";"Ornn";"top";"Kled";1
"1909";"Ornn";"top";"Maokai";1
"1910";"Ornn";"top";"Mordekaiser";2
"1911";"Ornn";"top";"Pantheon";1
"1912";"Ornn";"top";"Poppy";2
"1913";"Ornn";"top";"Renekton";18
"1914";"Ornn";"top";"Rumble";33
"1915";"Ornn";"top";"Sett";2
"1916";"Ornn";"top";"Shen";2
"1917";"Ornn";"top";"Sion";12
"1918";"Ornn";"top";"Udyr";3
"1919";"Ornn";"top";"Volibear";1
"1920";"Ornn";"top";"Yone";2
"1921";"Pantheon";"jungle";"Darius";4
"1922";"Pantheon";"jungle";"Diana";1
"1923";"Pantheon";"jungle";"DrMundo";1
"1924";"Pantheon";"jungle";"Elise";1
"1925";"Pantheon";"jungle";"Graves";1
"1926";"Pantheon";"jungle";"Gwen";2
"1927";"Pantheon";"jungle";"Ivern";2
