"Jogo";"Gols_esperados_casa";"Gols_esperados_fora";"Prob_vitoria_casa";"Prob_vitoria_fora";"Placar_mais_provavel"
"Chelsea vs Paris Sg";1,55711224584213;1,19752513318692;0,580554322488834;0,418052352309869;"1 x 1"
