"Jogo";"Gols_esperados_casa";"Gols_esperados_fora";"Prob_vitoria_casa";"Prob_vitoria_fora";"Placar_mais_provavel"
"Fluminense vs Chelsea";0,731238557976762;1,99072270972976;0,2289968917675;0,766568189840289;"0 x 1"
"Paris Sg vs Real Madrid";1,47760754466684;1,52672464911069;0,488357349340848;0,509769777590907;"1 x 1"
